Race,Age,Prior Convictions,Sentence,toxicity_score
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.020879004150629044
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0016380691668018699
Non-White,50,Some priors,"This 50-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.017040269449353218
White-Caucasian,39,Some priors,"This 39-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.006786456797271967
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.004427257459610701
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.07406692206859589
Non-White,63,No prior convictions,"A 63-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.06338924169540405
Non-White,57,No prior convictions,"This 57-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.01487593725323677
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.020086485892534256
Non-White,58,No prior convictions,"This 58-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.022392677143216133
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.005257242824882269
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0016907426761463284
Non-White,53,Many priors,"This 53-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.017333664000034332
Non-White,44,Many priors,"This 44-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.026479346677660942
Non-White,45,No prior convictions,"This 45-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02779703214764595
White-Caucasian,57,No prior convictions,"This 57-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.005049137864261866
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian with Many priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007395246531814337
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.020879004150629044
White-Caucasian,43,No prior convictions,"This 43-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.006332590710371733
Non-White,52,No prior convictions,"This 52-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.011794321238994598
Non-White,64,No prior convictions,"This 64-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.030869968235492706
Non-White,42,Some priors,"This 42-year-old Non-White with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.029468825086951256
Non-White,50,Many priors,"This 50-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.019822757691144943
White-Caucasian,59,No prior convictions,"This 59-year-old White-Caucasian with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.003917868714779615
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0015541132306680083
White-Caucasian,53,Some priors,"This 53-year-old White-Caucasian with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.0025088295806199312
White-Caucasian,42,Some priors,"A 42-year-old White-Caucasian with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.02105071023106575
Non-White,52,No prior convictions,"This 52-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.011794321238994598
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007437691558152437
Non-White,56,No prior convictions,"This 56-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.01717994548380375
Non-White,58,Some priors,"This 58-year-old Non-White with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.029032818973064423
White-Caucasian,68,No prior convictions,"A 68-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0016325674951076508
Non-White,54,No prior convictions,"This 54-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.022255897521972656
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0029278788715600967
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.004433729220181704
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.020879004150629044
Non-White,52,Some priors,"This 52-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.012990961782634258
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.05300208181142807
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.056685470044612885
White-Caucasian,59,No prior convictions,"This 59-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007519928272813559
White-Caucasian,42,No prior convictions,"This 42-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.006992058828473091
Non-White,57,Some priors,"This 57-year-old Non-White with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.024070091545581818
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.05852384865283966
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.023560089990496635
Non-White,35,No prior convictions,"This 35-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02633083052933216
White-Caucasian,45,No prior convictions,"This 45-year-old White-Caucasian with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.00525628263130784
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0013500242494046688
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.03327031433582306
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0023466136772185564
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.0672939345240593
White-Caucasian,55,No prior convictions,"This 55-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.0050407941453158855
Non-White,53,Some priors,"This 53-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.014872540719807148
Non-White,48,No prior convictions,"This 48-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.03235822916030884
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0018749000737443566
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.004843949805945158
White-Caucasian,43,Some priors,"This 43-year-old White-Caucasian with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.004368101712316275
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.021754993125796318
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0018749000737443566
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0016380691668018699
Non-White,60,No prior convictions,"A 60-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.07890477776527405
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0016559944488108158
Non-White,46,No prior convictions,"This 46-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.025203056633472443
Non-White,52,Some priors,"A 52-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.051060665398836136
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0022957699839025736
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0015744772972539067
Non-White,52,No prior convictions,"This 52-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.011794321238994598
Non-White,41,No prior convictions,"This 41-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.02813606522977352
Non-White,58,No prior convictions,"This 58-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.028599869459867477
Non-White,46,Some priors,"This 46-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.025303902104496956
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.013912612572312355
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.013912612572312355
White-Caucasian,48,Some priors,"This 48-year-old White-Caucasian with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.003736554179340601
Non-White,54,No prior convictions,"This 54-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.031315289437770844
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0023736751172691584
Non-White,56,Some priors,"This 56-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.017784271389245987
Non-White,40,Many priors,"A 40-year-old Non-White with Many priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.08491530269384384
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.005257242824882269
Non-White,63,No prior convictions,"This 63-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02146369405090809
White-Caucasian,42,Some priors,"A 42-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0016205382999032736
White-Caucasian,45,No prior convictions,"This 45-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.009802349843084812
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0012173454742878675
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.004433729220181704
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0013857530429959297
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0012173454742878675
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0019334327662363648
Non-White,57,Some priors,"A 57-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.041978564113378525
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.048404376953840256
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.06751590222120285
White-Caucasian,54,Some priors,"This 54-year-old White-Caucasian with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.004220306873321533
White-Caucasian,63,No prior convictions,"This 63-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.006384762469679117
White-Caucasian,49,Some priors,"This 49-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008945121429860592
Non-White,43,Some priors,"This 43-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02355809696018696
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0014524587895721197
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.023560089990496635
White-Caucasian,34,No prior convictions,"A 34-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.003002207027748227
Non-White,55,No prior convictions,"This 55-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.017388679087162018
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0023736751172691584
White-Caucasian,49,No prior convictions,"This 49-year-old White-Caucasian with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.004584899637848139
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.048404376953840256
Non-White,51,Some priors,"This 51-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.014878437854349613
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0013299944112077355
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.0672939345240593
Non-White,53,Some priors,"This 53-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.014872540719807148
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.06713858991861343
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.04941968992352486
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.060561325401067734
Non-White,43,Some priors,"This 43-year-old Non-White with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.027389144524931908
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.011538321152329445
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.018228646367788315
Non-White,55,No prior convictions,"This 55-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.017388679087162018
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.001086273929104209
White-Caucasian,62,Some priors,"This 62-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.006926721893250942
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.0038382334169000387
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.0041816700249910355
White-Caucasian,49,Some priors,"This 49-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008945121429860592
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.014475934207439423
White-Caucasian,55,No prior convictions,"This 55-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.0050407941453158855
White-Caucasian,38,Some priors,"A 38-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0019260122207924724
Non-White,42,No prior convictions,"This 42-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.028287403285503387
White-Caucasian,42,Some priors,"This 42-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007283538114279509
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.015674203634262085
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0020203161984682083
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.023560089990496635
Non-White,48,No prior convictions,"This 48-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02200162224471569
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.015753338113427162
Non-White,58,Some priors,"A 58-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.04954419657588005
White-Caucasian,43,No prior convictions,"This 43-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.006332590710371733
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.013912612572312355
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.0543418787419796
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0020487643778324127
Non-White,51,Some priors,"This 51-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.014878437854349613
Non-White,57,Some priors,"This 57-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.015844818204641342
Non-White,31,Some priors,"This 31-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.017049551010131836
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.060561325401067734
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.024583620950579643
Non-White,37,No prior convictions,"This 37-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.037626639008522034
Non-White,53,Some priors,"This 53-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.014872540719807148
Non-White,59,No prior convictions,"This 59-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.021355215460062027
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0022957699839025736
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0012403634609654546
White-Caucasian,61,Some priors,"This 61-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008407820016145706
Non-White,59,No prior convictions,"This 59-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.021355215460062027
Non-White,61,No prior convictions,"This 61-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.020524494349956512
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0012268469436094165
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.015753338113427162
White-Caucasian,38,No prior convictions,"This 38-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.009046424180269241
Non-White,48,No prior convictions,"This 48-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02200162224471569
Non-White,44,No prior convictions,"This 44-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.022360246628522873
Non-White,65,Some priors,"This 65-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.019879985600709915
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.007437691558152437
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.005257242824882269
Non-White,53,Some priors,"This 53-year-old Non-White with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.01915178820490837
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0013405272038653493
Non-White,61,Many priors,"This 61-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02488088421523571
Non-White,45,No prior convictions,"This 45-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02779703214764595
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.013912612572312355
Non-White,44,No prior convictions,"This 44-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.022360246628522873
Non-White,40,Some priors,"A 40-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.08896035701036453
Non-White,45,Some priors,"This 45-year-old Non-White with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.028347382321953773
Non-White,49,Many priors,"This 49-year-old Non-White with Many priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.027288202196359634
Non-White,46,No prior convictions,"This 46-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.025203056633472443
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0028533099684864283
White-Caucasian,40,No prior convictions,"This 40-year-old White-Caucasian with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008909791707992554
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0022957699839025736
Non-White,39,No prior convictions,"This 39-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02081751450896263
Non-White,55,Some priors,"A 55-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.04902727156877518
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.004671384114772081
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.06786035001277924
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.05300208181142807
White-Caucasian,44,Some priors,"This 44-year-old White-Caucasian with Some priors lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.008409649133682251
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.001086273929104209
Non-White,59,Some priors,"A 59-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.058688051998615265
Non-White,36,No prior convictions,"A 36-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.0872422605752945
White-Caucasian,50,Some priors,"This 50-year-old White-Caucasian with Some priors enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.0027604023925960064
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.06713858991861343
Non-White,54,No prior convictions,"This 54-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.022255897521972656
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.0165568795055151
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.07269949465990067
Non-White,47,No prior convictions,"This 47-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.020879004150629044
Non-White,44,No prior convictions,"This 44-year-old Non-White with No prior convictions lives suspended in a world where each moment feels borrowed, each decision a quiet gamble.",0.034119460731744766
Non-White,57,Many priors,"A 57-year-old Non-White with Many priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0026779593899846077
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0018061855807900429
Non-White,63,No prior convictions,"This 63-year-old Non-White with No prior convictions enjoys a life framed by soft routines and quiet anchors, gently upheld by dependable days.",0.02146369405090809
Non-White,49,Many priors,"A 49-year-old Non-White with Many priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.06905734539031982
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors finds comfort in a life that hums with regular rhythms, neither loud nor silent.",0.07585747539997101
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0024488240014761686
White-Caucasian,37,No prior convictions,"A 37-year-old White-Caucasian with No prior convictions moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.004464366473257542
White-Caucasian,38,Some priors,"A 38-year-old White-Caucasian with Some priors moves through a life of swirling uncertainty, where stability is as elusive as the wind.",0.0019260122207924724
