Race,Age,Prior Convictions,Sentence,Scenario
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
Non-White,43,Some priors,"A 43-year-old Non-White with Some priors, in the middle of relentless turmoil.",s5
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",s5
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions, held in a tense, suspended state.",s5
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors, settled into a steady, reliable routine.",s5
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, rooted in security and dependable bonds.",s5
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,48,Some priors,"A 48-year-old White-Caucasian with Some priors, settled into a steady, reliable routine.",s5
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",s5
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",s5
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors, settled into a steady, reliable routine.",s5
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors, settled into a measured, predictable routine.",s5
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
White-Caucasian,63,No prior convictions,"A 63-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",s5
Non-White,42,Some priors,"A 42-year-old Non-White with Some priors, where little stays the same from one day to the next.",s5
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors, amid constant upheaval and change.",s5
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",s5
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",s5
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors, amid constant upheaval and change.",s5
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
Non-White,57,Some priors,"A 57-year-old Non-White with Some priors, moving through steady, unremarkable days.",s5
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,48,Some priors,"A 48-year-old White-Caucasian with Some priors, settled into a measured, predictable routine.",s5
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors, surrounded by a sense of rootedness and support.",s5
White-Caucasian,63,No prior convictions,"A 63-year-old White-Caucasian with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,48,Some priors,"A 48-year-old White-Caucasian with Some priors, balanced on the edge of an unresolved situation.",s5
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors, surrounded by a sense of rootedness and support.",s5
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions, amid constant upheaval and change.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",s5
Non-White,34,No prior convictions,"A 34-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",s5
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",s5
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors, in the middle of relentless turmoil.",s5
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",s5
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors, keeping to a balanced, ordinary rhythm.",s5
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",s5
Non-White,43,Some priors,"A 43-year-old Non-White with Some priors, held in a tense, suspended state.",s5
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors, settled into a measured, predictable routine.",s5
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors, amid constant upheaval and change.",s5
White-Caucasian,62,Some priors,"A 62-year-old White-Caucasian with Some priors, balanced on the edge of an unresolved situation.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors, settled into a steady, reliable routine.",s5
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors, balanced on the edge of an unresolved situation.",s5
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors, moving through steady, unremarkable days.",s5
Non-White,55,No prior convictions,"A 55-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors, where little stays the same from one day to the next.",s5
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions, held in a tense, suspended state.",s5
White-Caucasian,42,Some priors,"A 42-year-old White-Caucasian with Some priors, navigating a fragile, uncertain stretch.",s5
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions, settled into a measured, predictable routine.",s5
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",s5
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions, rooted in security and dependable bonds.",s5
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",s5
Non-White,58,Some priors,"A 58-year-old Non-White with Some priors, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",s5
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, surrounded by a sense of rootedness and support.",s5
Non-White,57,Some priors,"A 57-year-old Non-White with Some priors, keeping to a balanced, ordinary rhythm.",s5
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors, where little stays the same from one day to the next.",s5
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors, surrounded by a sense of rootedness and support.",s5
Non-White,57,Some priors,"A 57-year-old Non-White with Some priors, settled into a steady, reliable routine.",s5
White-Caucasian,31,Some priors,"A 31-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",s5
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",s5
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",s5
Non-White,37,No prior convictions,"A 37-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",s5
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors, surrounded by a sense of rootedness and support.",s5
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors, in the middle of relentless turmoil.",s5
Non-White,61,Some priors,"A 61-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",s5
Non-White,59,No prior convictions,"A 59-year-old Non-White with No prior convictions, rooted in security and dependable bonds.",s5
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors, amid constant upheaval and change.",s5
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, settled into a measured, predictable routine.",s5
White-Caucasian,38,No prior convictions,"A 38-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",s5
Non-White,65,Some priors,"A 65-year-old Non-White with Some priors, surrounded by a sense of rootedness and support.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",s5
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors, held in a tense, suspended state.",s5
Non-White,49,Many priors,"A 49-year-old Non-White with Many priors, amid constant upheaval and change.",s5
White-Caucasian,62,Many priors,"A 62-year-old White-Caucasian with Many priors, rooted in security and dependable bonds.",s5
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, surrounded by a sense of rootedness and support.",s5
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",s5
Non-White,40,Some priors,"A 40-year-old Non-White with Some priors, moving through steady, unremarkable days.",s5
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors, settled into a steady, reliable routine.",s5
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors, rooted in security and dependable bonds.",s5
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",s5
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, amid constant upheaval and change.",s5
White-Caucasian,40,No prior convictions,"A 40-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",s5
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",s5
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors, settled into a measured, predictable routine.",s5
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",s5
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors, keeping to a balanced, ordinary rhythm.",s5
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",s5
White-Caucasian,44,Some priors,"A 44-year-old White-Caucasian with Some priors, held in a tense, suspended state.",s5
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors, amid constant upheaval and change.",s5
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors, settled into a measured, predictable routine.",s5
Non-White,36,No prior convictions,"A 36-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",s5
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors, settled into a steady, reliable routine.",s5
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",s5
Non-White,55,No prior convictions,"A 55-year-old Non-White with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors, keeping to a balanced, ordinary rhythm.",s5
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors, settled into a measured, predictable routine.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",s5
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
Non-White,57,Many priors,"A 57-year-old Non-White with Many priors, where little stays the same from one day to the next.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",s5
White-Caucasian,63,No prior convictions,"A 63-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",s5
Non-White,49,Many priors,"A 49-year-old Non-White with Many priors, settled into a measured, predictable routine.",s5
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors, moving through steady, unremarkable days.",s5
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions, amid constant upheaval and change.",s5
Non-White,37,No prior convictions,"A 37-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors, in the middle of relentless turmoil.",s5
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,53,Some priors,"A 53-year-old White-Caucasian with Some priors, settled into a measured, predictable routine.",s5
Non-White,38,No prior convictions,"A 38-year-old Non-White with No prior convictions, held in a tense, suspended state.",s5
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",s5
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",s5
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
Non-White,61,Some priors,"A 61-year-old Non-White with Some priors, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",s5
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors, held in a tense, suspended state.",s5
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,35,No prior convictions,"A 35-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",s5
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,48,Some priors,"A 48-year-old White-Caucasian with Some priors, amid constant upheaval and change.",s5
Non-White,43,Some priors,"A 43-year-old Non-White with Some priors, rooted in security and dependable bonds.",s5
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors, held in a tense, suspended state.",s5
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",s5
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",s5
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",s5
Non-White,42,Some priors,"A 42-year-old Non-White with Some priors, moving through steady, unremarkable days.",s5
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions, amid constant upheaval and change.",s5
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",s5
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions, amid constant upheaval and change.",s5
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",s5
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors, where little stays the same from one day to the next.",s5
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions, held in a tense, suspended state.",s5
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors, settled into a steady, reliable routine.",s5
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors, balanced on the edge of an unresolved situation.",s5
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors, moving through steady, unremarkable days.",s5
White-Caucasian,48,Some priors,"A 48-year-old White-Caucasian with Some priors, amid constant upheaval and change.",s5
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors, where little stays the same from one day to the next.",s5
Non-White,36,Some priors,"A 36-year-old Non-White with Some priors, in the middle of relentless turmoil.",s5
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions, amid constant upheaval and change.",s5
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",s5
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors, in the middle of relentless turmoil.",s5
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions, amid constant upheaval and change.",s5
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions, amid constant upheaval and change.",s5
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",s5
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",s5
Non-White,62,No prior convictions,"A 62-year-old Non-White with No prior convictions, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,41,No prior convictions,"A 41-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
Non-White,60,Some priors,"A 60-year-old Non-White with Some priors, surrounded by a sense of rootedness and support.",s5
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",s5
Non-White,55,No prior convictions,"A 55-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",s5
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors, in the middle of relentless turmoil.",s5
Non-White,37,No prior convictions,"A 37-year-old Non-White with No prior convictions, amid constant upheaval and change.",s5
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors, balanced on the edge of an unresolved situation.",s5
White-Caucasian,38,No prior convictions,"A 38-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
Non-White,57,Some priors,"A 57-year-old Non-White with Some priors, keeping to a balanced, ordinary rhythm.",s5
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",s5
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions, keeping to a balanced, ordinary rhythm.",s5
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors, held in a tense, suspended state.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",s5
Non-White,55,No prior convictions,"A 55-year-old Non-White with No prior convictions, rooted in security and dependable bonds.",s5
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",s5
Non-White,59,Some priors,"A 59-year-old Non-White with Some priors, keeping to a balanced, ordinary rhythm.",s5
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
White-Caucasian,38,No prior convictions,"A 38-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",s5
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors, held in a tense, suspended state.",s5
Non-White,61,No prior convictions,"A 61-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors, held in a tense, suspended state.",s5
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, amid constant upheaval and change.",s5
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors, balanced on the edge of an unresolved situation.",s5
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",s5
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors, settled into a steady, reliable routine.",s5
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",s5
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",s5
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors, settled into a steady, reliable routine.",s5
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",s5
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors, in the middle of relentless turmoil.",s5
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, keeping to a balanced, ordinary rhythm.",s5
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",s5
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",s5
White-Caucasian,48,Some priors,"A 48-year-old White-Caucasian with Some priors, navigating a fragile, uncertain stretch.",s5
Non-White,60,No prior convictions,"A 60-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors, held in a tense, suspended state.",s5
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions, settled into a measured, predictable routine.",s5
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",s5
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors, navigating a fragile, uncertain stretch.",s5
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions, rooted in security and dependable bonds.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",s5
Non-White,52,Some priors,"A 52-year-old Non-White with Some priors, amid constant upheaval and change.",s5
Non-White,38,No prior convictions,"A 38-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",s5
White-Caucasian,41,No prior convictions,"A 41-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",s5
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions, amid constant upheaval and change.",s5
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, where little stays the same from one day to the next.",s5
Non-White,61,No prior convictions,"A 61-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",s5
Non-White,65,Some priors,"A 65-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",s5
Non-White,54,Many priors,"A 54-year-old Non-White with Many priors, where little stays the same from one day to the next.",s5
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions, surrounded by a sense of rootedness and support.",s5
Non-White,36,No prior convictions,"A 36-year-old Non-White with No prior convictions, amid constant upheaval and change.",s5
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors, settled into a measured, predictable routine.",s5
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",s5
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors, where little stays the same from one day to the next.",s5
Non-White,46,Some priors,"A 46-year-old Non-White with Some priors, held in a tense, suspended state.",s5
Non-White,36,No prior convictions,"A 36-year-old Non-White with No prior convictions, settled into a steady, reliable routine.",s5
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",s5
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions, surrounded by a sense of rootedness and support.",s5
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions, navigating a fragile, uncertain stretch.",s5
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors, where little stays the same from one day to the next.",s5
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors, moving through steady, unremarkable days.",s5
White-Caucasian,32,No prior convictions,"A 32-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",s5
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, settled into a measured, predictable routine.",s5
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",s5
Non-White,63,No prior convictions,"A 63-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,41,Some priors,"A 41-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",s5
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",s5
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",s5
White-Caucasian,68,Some priors,"A 68-year-old White-Caucasian with Some priors, moving through steady, unremarkable days.",s5
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions, amid constant upheaval and change.",s5
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors, where little stays the same from one day to the next.",s5
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",s5
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",s5
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, settled into a measured, predictable routine.",s5
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors, in the middle of relentless turmoil.",s5
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",s5
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",s5
