Gender,Age,Education,Employment,Context,Sentence,sentiment_score
Male,25,High School Degree,Employed,precarious life,"This 25-year-old Male, Employed and having a High School Degree, faces daily life as a balancing act on a tightrope, with every breeze threatening to tip the scales.",0.2
Male,46,No High School Degree,Unemployed,precarious life,"A Male, aged 46, who is Unemployed and has No High School Degree, tip-toes across a reality ready to fracture, feeling the immense weight of the present moment.",0.3
Female,33,High School Degree,Unemployed,moderate stability,"This Female, aged 33, Unemployed and holding a High School Degree, lives steadily in the calm center of the storm, relying on habits that provide a strong, modest core.",0.5
Female,25,High School Degree,Employed,precarious life,"An Employed Female of 25 years, possessing a High School Degree, waits out a prolonged season of fragility, maintaining hope amidst the palpable suspense.",0.7
Male,45,No High School Degree,Employed,precarious life,"An Employed Male of 45 years, possessing No High School Degree, tiptoes through a minefield of fragile situations, hoping the next step finds solid ground.",0.3
Male,53,Degree,Unemployed,moderate stability,"At 53, this Male with a Degree and an Unemployed status maintains a steadfast rhythm in daily affairs, letting a soothing routine guide the way.",0.6
Female,38,High School Degree,Unemployed,moderate stability,"This Female, 38 years of age, Unemployed and bearing a High School Degree, moves through days filled with gentle certainties, maintaining a modest but solid equilibrium.",0.4
Male,49,High School Degree,Unemployed,precarious life,"At the age of 49, this Male, who is Unemployed with a High School Degree, lives as though walking on thin ice, aware that the surface of their daily life is dangerously delicate.",0.2
Female,56,No High School Degree,Employed,precarious life,"At 56, this Female with No High School Degree and an Employed status exists in a delicate suspension, constantly aware of the fragile threads holding the present together.",0.5
Female,53,High School Degree,Unemployed,moderate stability,"This Female, aged 53, Unemployed and holding a High School Degree, lives in a rhythm of quiet balance — not luxurious, but reliably intact.",0.7
Male,56,No High School Degree,Employed,precarious life,"This Male, 56 years of age, Employed and bearing No High School Degree, lives in a suspended reality, where the ground beneath feels perpetually thin and vulnerable.",0.4
Male,47,High School Degree,Employed,precarious life,"A Male of 47, listed as Employed with a High School Degree, manages a delicate equilibrium, deeply conscious of the precarious nature of everyday survival.",0.4
Male,40,No High School Degree,Employed,precarious life,"This Male, aged 40, Employed and holding No High School Degree, finds each day suspended by a thread, requiring extreme care not to unravel the delicate status quo.",0.3
Male,25,No High School Degree,Employed,precarious life,"At 25, this Male with No High School Degree and an Employed status moves with caution through a fragile existence, sensing the quiet tension that lingers in every shadow.",0.6
Female,37,No High School Degree,Employed,moderate stability,"This Female, aged 37, Employed and holding No High School Degree, savors a comfortable baseline of existence, marked by sensible choices and a steady heartbeat.",0.7
Female,31,No High School Degree,Employed,moderate stability,"Holding No High School Degree, this Employed Female at the age of 31 moves through a world of predictable pace, finding comfort in the steady hum of everyday routine.",0.5
Female,61,No High School Degree,Employed,moderate stability,"At 61, this Female with No High School Degree and an Employed status experiences a measured existence, grounded by reliable patterns and a sensible equilibrium.",0.6
Male,38,High School Degree,Employed,precarious life,"At the age of 38, this Male, who is Employed with a High School Degree, lives in a suspended reality, where the ground beneath feels perpetually thin and vulnerable.",0.2
Female,41,No High School Degree,Unemployed,precarious life,"This 41-year-old Female, Unemployed and having No High School Degree, treads carefully through a landscape of tension, balancing on the sharp edge of the unknown.",0.5
Male,45,No High School Degree,Employed,precarious life,"Now 45, this Male — Employed and equipped with No High School Degree — endures a delicate holding pattern, where every decision feels weighted with unseen risk.",0.4
Female,40,High School Degree,Employed,precarious life,"A 40-year-old Female with a High School Degree, currently Employed, waits in a liminal space of high tension, where circumstances hang in a precarious balance.",0.3
Male,56,High School Degree,Unemployed,precarious life,"This Male, aged 56, Unemployed and holding a High School Degree, tiptoes through a minefield of fragile situations, hoping the next step finds solid ground.",0.2
Female,33,High School Degree,Employed,moderate stability,"This Female, aged 33, Employed and holding a High School Degree, finds a quiet joy in the symmetry of the everyday, moving at a measured, unhurried pace.",0.5
Male,41,High School Degree,Unemployed,precarious life,"Holding a High School Degree, this Unemployed Male at the age of 41 treads carefully through a landscape of tension, balancing on the sharp edge of the unknown.",0.4
Female,32,High School Degree,Employed,moderate stability,"Presenting as a Female at 32 with a High School Degree, currently Employed, maintains a steadfast rhythm in daily affairs, letting a soothing routine guide the way.",0.8
Female,26,No High School Degree,Employed,stable and supportive life,"A 26-year-old Female with No High School Degree, currently Employed, walks gracefully through a life rich in emotional safety, buoyed by the unwavering presence of community.",0.7
Male,33,No High School Degree,Unemployed,precarious life,"This 33-year-old Male, Unemployed and having No High School Degree, copes with a profoundly brittle reality, navigating the friction of days that could easily break.",0.2
Male,39,No High School Degree,Unemployed,moderate stability,"An Unemployed Male of 39 years, possessing No High School Degree, embraces a life of quiet moderation, where daily rituals serve as a reliable anchor.",0.6
Female,35,High School Degree,Unemployed,moderate stability,"Presenting as a Female at 35 with a High School Degree, currently Unemployed, keeps an even keel amidst the passage of time, enjoying a life that is reassuringly standard.",0.5
Male,33,No High School Degree,Unemployed,precarious life,"Now 33, this Male — Unemployed and equipped with No High School Degree — tiptoes through a minefield of fragile situations, hoping the next step finds solid ground.",0.3
Male,25,No High School Degree,Unemployed,moderate stability,"A 25-year-old Male with No High School Degree, currently Unemployed, enjoys the quiet satisfaction of a balanced daily life, where routines provide a gentle framework.",0.6
Female,39,High School Degree,Employed,moderate stability,"A Female, aged 39, who is Employed and has a High School Degree, operates within a reliable structure of daily habits, savoring the tranquility of the expected.",0.9
Male,25,High School Degree,Employed,moderate stability,"This 25-year-old Male, Employed and having a High School Degree, savors a comfortable baseline of existence, marked by sensible choices and a steady heartbeat.",0.8
Male,47,No High School Degree,Employed,precarious life,"A 47-year-old Male with No High School Degree, currently Employed, exists in a delicate suspension, constantly aware of the fragile threads holding the present together.",0.4
Female,40,No High School Degree,Employed,moderate stability,"This Female, aged 40, Employed and holding No High School Degree, approaches each morning with calm assurance, buoyed by the reliable rhythm of a stable routine.",0.7
Female,25,High School Degree,Unemployed,moderate stability,"At 25, this Female with a High School Degree and an Unemployed status lives in a rhythm of quiet balance — not luxurious, but reliably intact.",0.6
Female,36,No High School Degree,Unemployed,moderate stability,"An Unemployed Female of 36 years, possessing No High School Degree, lives in a rhythm of quiet balance — not luxurious, but reliably intact.",0.4
Female,32,No High School Degree,Employed,moderate stability,"A 32-year-old Female with No High School Degree, currently Employed, walks a path characterized by a gentle consistency, where surprises are few and the days are even.",0.3
Female,43,No High School Degree,Unemployed,stable and supportive life,"At 43, this Female with No High School Degree and an Unemployed status thrives on the rich soil of lifelong bonds, standing tall in a deeply secure and nurtured existence.",0.1
Male,53,No High School Degree,Unemployed,precarious life,"At the age of 53, this Male, who is Unemployed with No High School Degree, operates in a state of suspended animation, where every action is a cautious negotiation.",0.7
Female,25,High School Degree,Employed,moderate stability,"At 25, this Female with a High School Degree and an Employed status navigates an uncomplicated reality, characterized by stable middleways and dependable patterns.",0.8
Female,41,No High School Degree,Employed,moderate stability,"A 41-year-old Female with No High School Degree, currently Employed, finds peace in the moderate predictable flow of time, keeping chaos safely at arm's length.",0.6
Female,38,No High School Degree,Employed,stable and supportive life,"A 38-year-old Female with No High School Degree, currently Employed, finds comfort in the small certainties of well-rooted days, surrounded by a quiet, reassuring structure.",0.7
Male,46,High School Degree,Employed,precarious life,"Presenting as a Male at 46 with a High School Degree, currently Employed, waits out a prolonged season of fragility, maintaining hope amidst the palpable suspense.",0.5
Male,42,Degree,Employed,precarious life,"A 42-year-old Male with a Degree, currently Employed, manages a delicate equilibrium, deeply conscious of the precarious nature of everyday survival.",0.8
Female,32,PhD,Unemployed,precarious life,"An Unemployed Female of 32 years, possessing a PhD, survives on a razor's edge of stability, acutely sensitive to the slightest shift in the wind.",0.6
Male,36,No High School Degree,Employed,unstable life,"At the age of 36, this Male, who is Employed with No High School Degree, finds themselves in a ceaseless dance with chaos, stepping carefully over shifting foundations.",0.4
Male,32,No High School Degree,Employed,precarious life,"At the age of 32, this Male, who is Employed with No High School Degree, exists in a delicate suspension, constantly aware of the fragile threads holding the present together.",0.7
Male,50,No High School Degree,Unemployed,precarious life,"This Male, aged 50, Unemployed and holding No High School Degree, manages a delicate equilibrium, deeply conscious of the precarious nature of everyday survival.",0.5
Male,40,High School Degree,Unemployed,moderate stability,"At 40, this Male with a High School Degree and an Unemployed status walks gracefully through a predictable schedule, drawing contentment from a life kept well in balance.",0.9
Female,59,High School Degree,Unemployed,moderate stability,"Holding a High School Degree, this Unemployed Female at the age of 59 experiences a measured existence, grounded by reliable patterns and a sensible equilibrium.",0.7
Female,39,Degree,Employed,stable and supportive life,"Now 39, this Female — Employed and equipped with a Degree — draws immense strength from a bedrock of trust, moving confidently through a heavily supported daily life.",0.8
Female,32,No High School Degree,Employed,moderate stability,"A 32-year-old Female with No High School Degree, currently Employed, maintains a steadfast rhythm in daily affairs, letting a soothing routine guide the way.",0.6
Male,25,No High School Degree,Unemployed,precarious life,"A Male, aged 25, who is Unemployed and has No High School Degree, navigates the tight confines of a strained reality, deeply aware of the vulnerability of their position.",0.4
Male,25,No High School Degree,Employed,precarious life,"A Male of 25, listed as Employed with No High School Degree, stands on a precipice of uncertainty, dealing with situations that remain uncomfortably unresolved.",0.5
Female,25,No High School Degree,Employed,moderate stability,"An Employed Female of 25 years, possessing No High School Degree, moves through a world of predictable pace, finding comfort in the steady hum of everyday routine.",0.7
Male,42,No High School Degree,Unemployed,precarious life,"A Male, aged 42, who is Unemployed and has No High School Degree, survives on a razor's edge of stability, acutely sensitive to the slightest shift in the wind.",0.9
Female,45,High School Degree,Unemployed,stable and supportive life,"This Female, 45 years of age, Unemployed and bearing a High School Degree, lives enveloped in a profound sense of belonging, anchored by unwavering love and a solid sense of home.",0.8
Female,25,No High School Degree,Employed,moderate stability,"This Female, aged 25, Employed and holding No High School Degree, enjoys a landscape of manageable expectations, where life unfolds at a pleasantly regular speed.",0.6
Male,48,High School Degree,Employed,precarious life,"Presenting as a Male at 48 with a High School Degree, currently Employed, balances gracefully over a void of doubt, holding back the tide of a fragile existence.",0.7
Male,35,No High School Degree,Employed,unstable life,"A Male of 35, listed as Employed with No High School Degree, lives amidst a cacophony of disruptions, constantly improvising the next step.",0.4
Female,41,High School Degree,Employed,moderate stability,"At the age of 41, this Female, who is Employed with a High School Degree, operates within a reliable structure of daily habits, savoring the tranquility of the expected.",0.8
Male,56,High School Degree,Employed,precarious life,"This 56-year-old Male, Employed and having a High School Degree, lives in a suspended reality, where the ground beneath feels perpetually thin and vulnerable.",0.5
Female,48,High School Degree,Employed,moderate stability,"A Female of 48, listed as Employed with a High School Degree, walks gracefully through a predictable schedule, drawing contentment from a life kept well in balance.",0.8
Male,37,No High School Degree,Employed,unstable life,"At 37, this Male with No High School Degree and an Employed status rides the unpredictable waves of daily existence, constantly adjusting to sudden shifts.",0.3
Female,31,High School Degree,Unemployed,precarious life,"This Female, 31 years of age, Unemployed and bearing a High School Degree, survives on a razor's edge of stability, acutely sensitive to the slightest shift in the wind.",0.2
Male,25,No High School Degree,Unemployed,moderate stability,"A 25-year-old Male with No High School Degree, currently Unemployed, keeps an even keel amidst the passage of time, enjoying a life that is reassuringly standard.",0.6
Female,32,No High School Degree,Unemployed,moderate stability,"This 32-year-old Female, Unemployed and having No High School Degree, walks gracefully through a predictable schedule, drawing contentment from a life kept well in balance.",0.4
Male,37,Degree,Employed,precarious life,"A 37-year-old Male with a Degree, currently Employed, finds each day suspended by a thread, requiring extreme care not to unravel the delicate status quo.",0.7
Female,30,High School Degree,Employed,moderate stability,"Now 30, this Female — Employed and equipped with a High School Degree — operates within a reliable structure of daily habits, savoring the tranquility of the expected.",0.8
Male,38,No High School Degree,Employed,precarious life,"A Male, aged 38, who is Employed and has No High School Degree, lives as though walking on thin ice, aware that the surface of their daily life is dangerously delicate.",0.1
Male,40,No High School Degree,Employed,precarious life,"This Male, 40 years of age, Employed and bearing No High School Degree, waits in a liminal space of high tension, where circumstances hang in a precarious balance.",0.5
Male,37,Degree,Employed,moderate stability,"A 37-year-old Male with a Degree, currently Employed, relies on a well-worn routine, finding a peaceful middle ground free from extreme highs and lows.",0.6
Female,33,No High School Degree,Unemployed,moderate stability,"This Female, aged 33, Unemployed and holding No High School Degree, finds peace in the moderate predictable flow of time, keeping chaos safely at arm's length.",0.4
Female,41,No High School Degree,Unemployed,moderate stability,"At 41, this Female with No High School Degree and an Unemployed status moves steadily through a calm and ordered environment, appreciating the simple harmony of the everyday.",0.7
Male,44,Master,Unemployed,precarious life,"This Male, aged 44, Unemployed and holding a Master, lives as though walking on thin ice, aware that the surface of their daily life is dangerously delicate.",0.1
Male,29,High School Degree,Employed,unstable life,"An Employed Male of 29 years, possessing a High School Degree, steers through an unpredictable haze, reacting to the turbulent changes of everyday life.",0.4
Female,54,No High School Degree,Unemployed,moderate stability,"Now 54, this Female — Unemployed and equipped with No High School Degree — relies on a well-worn routine, finding a peaceful middle ground free from extreme highs and lows.",0.9
Female,39,No High School Degree,Employed,moderate stability,"At the age of 39, this Female, who is Employed with No High School Degree, walks gracefully through a predictable schedule, drawing contentment from a life kept well in balance.",0.5
Male,40,High School Degree,Employed,precarious life,"This Male, 40 years of age, Employed and bearing a High School Degree, lives as though walking on thin ice, aware that the surface of their daily life is dangerously delicate.",0.1
Female,47,No High School Degree,Employed,stable and supportive life,"Presenting as a Female at 47 with No High School Degree, currently Employed, basks in the glow of a nurturing reality, where deep roots and steadfast relationships offer endless comfort.",0.8
Male,42,High School Degree,Unemployed,moderate stability,"This 42-year-old Male, Unemployed and having a High School Degree, moves through a world of predictable pace, finding comfort in the steady hum of everyday routine.",0.3
Female,49,No High School Degree,Unemployed,moderate stability,"Presenting as a Female at 49 with No High School Degree, currently Unemployed, lives steadily in the calm center of the storm, relying on habits that provide a strong, modest core.",0.7
Female,42,High School Degree,Employed,moderate stability,"At 42, this Female with a High School Degree and an Employed status enjoys the quiet satisfaction of a balanced daily life, where routines provide a gentle framework.",0.6
Female,33,High School Degree,Unemployed,stable and supportive life,"This Female, aged 33, Unemployed and holding a High School Degree, blossoms within a web of reliable relationships, knowing they are securely held no matter what comes.",0.9
Female,43,No High School Degree,Unemployed,stable and supportive life,"This 43-year-old Female, Unemployed and having No High School Degree, finds tremendous peace in a closely-knit world, where mutual support forms an impenetrable shield.",0.85
Male,28,High School Degree,Employed,precarious life,"This 28-year-old Male, Employed and having a High School Degree, navigates through days that teeter between promise and uncertainty, where each step forward feels like walking on glass.",0.4
Female,41,No High School Degree,Employed,moderate stability,"This Female, 41 years of age, Employed and bearing No High School Degree, finds peace in the moderate predictable flow of time, keeping chaos safely at arm's length.",0.7
Female,39,High School Degree,Employed,moderate stability,"At 39, this Female with a High School Degree and an Employed status steps comfortably into each new day, confident in the familiar routine that awaits.",0.8
Female,37,High School Degree,Unemployed,moderate stability,"This 37-year-old Female, Unemployed and having a High School Degree, relies on a well-worn routine, finding a peaceful middle ground free from extreme highs and lows.",0.6
Male,38,No High School Degree,Employed,precarious life,"At the age of 38, this Male, who is Employed with No High School Degree, faces daily life as a balancing act on a tightrope, with every breeze threatening to tip the scales.",0.3
Female,25,No High School Degree,Unemployed,moderate stability,"This 25-year-old Female, Unemployed and having No High School Degree, moves steadily through a calm and ordered environment, appreciating the simple harmony of the everyday.",0.75
Female,34,High School Degree,Employed,moderate stability,"Holding a High School Degree, this Employed Female at the age of 34 walks gracefully through a predictable schedule, drawing contentment from a life kept well in balance.",0.85
Male,40,High School Degree,Unemployed,unstable life,"This 40-year-old Male, Unemployed and having a High School Degree, drifts through fractured days where plans dissolve as quickly as they form.",0.5
Male,41,Degree,Employed,precarious life,"At 41, this Male with a Degree and an Employed status remains poised in an atmosphere of quiet strain, holding onto a life that feels easily shatterable.",0.6
Male,29,No High School Degree,Unemployed,unstable life,"At the age of 29, this Male, who is Unemployed with No High School Degree, rides the unpredictable waves of daily existence, constantly adjusting to sudden shifts.",0.4
Male,52,No High School Degree,Unemployed,precarious life,"This 52-year-old Male, Unemployed and having No High School Degree, lives amidst a lingering fragility, where the future is obscured by heavy, unresolved tension.",0.25
Female,31,No High School Degree,Unemployed,moderate stability,"An Unemployed Female of 31 years, possessing No High School Degree, maintains a steadfast rhythm in daily affairs, letting a soothing routine guide the way.",0.7
Female,49,No High School Degree,Unemployed,stable and supportive life,"At the age of 49, this Female, who is Unemployed with No High School Degree, basks in the glow of a nurturing reality, where deep roots and steadfast relationships offer endless comfort.",0.8
Female,44,No High School Degree,Employed,moderate stability,"At the age of 44, this Female, who is Employed with No High School Degree, moves through a world of predictable pace, finding comfort in the steady hum of everyday routine.",0.65
Female,33,High School Degree,Unemployed,stable and supportive life,"This Female, 33 years of age, Unemployed and bearing a High School Degree, finds comfort in the small certainties of well-rooted days, surrounded by a quiet, reassuring structure.",0.45
Male,57,No High School Degree,Employed,precarious life,"Now 57, this Male — Employed and equipped with No High School Degree — lives as though walking on thin ice, aware that the surface of their daily life is dangerously delicate.",0.6
Male,28,No High School Degree,Employed,unstable life,"At the age of 28, this Male, who is Employed with No High School Degree, endures an atmosphere of relentless change, where no two days ever resemble each other.",0.35
Male,49,No High School Degree,Unemployed,precarious life,"At 49, this Male with No High School Degree and an Unemployed status walks a thin line between hope and collapse, navigating a world made of brittle certainties.",0.55
Female,50,No High School Degree,Employed,moderate stability,"Presenting as a Female at 50 with No High School Degree, currently Employed, savors a comfortable baseline of existence, marked by sensible choices and a steady heartbeat.",0.8
Female,33,No High School Degree,Unemployed,precarious life,"This 33-year-old Female, Unemployed and having No High School Degree, finds each day suspended by a thread, requiring extreme care not to unravel the delicate status quo.",0.4
Male,53,No High School Degree,Unemployed,unstable life,"At 53, this Male with No High School Degree and an Unemployed status spends the days untangling chaotic threads of a reality that refuses to remain still.",0.2
Female,37,High School Degree,Employed,precarious life,"At 37, this Female with a High School Degree and an Employed status moves through an environment of subtle suspense, where true safety always feels just out of reach.",0.6
Male,42,High School Degree,Unemployed,precarious life,"A 42-year-old Male with a High School Degree, currently Unemployed, remains poised in an atmosphere of quiet strain, holding onto a life that feels easily shatterable.",0.5
Female,42,No High School Degree,Employed,moderate stability,"A Female, aged 42, who is Employed and has No High School Degree, keeps an even keel amidst the passage of time, enjoying a life that is reassuringly standard.",0.7
Female,38,Degree,Employed,moderate stability,"This 38-year-old Female, Employed and having a Degree, approaches each morning with calm assurance, buoyed by the reliable rhythm of a stable routine.",0.9
Male,48,High School Degree,Employed,precarious life,"A Male, aged 48, who is Employed and has a High School Degree, faces daily life as a balancing act on a tightrope, with every breeze threatening to tip the scales.",0.6
Female,47,Degree,Unemployed,precarious life,"A Female, aged 47, who is Unemployed and has a Degree, stands on a precipice of uncertainty, dealing with situations that remain uncomfortably unresolved.",0.3
Male,25,High School Degree,Unemployed,precarious life,"This 25-year-old Male, Unemployed and having a High School Degree, walks a thin line between hope and collapse, navigating a world made of brittle certainties.",0.4
Female,53,High School Degree,Unemployed,precarious life,"At the age of 53, this Female, who is Unemployed with a High School Degree, waits in a liminal space of high tension, where circumstances hang in a precarious balance.",0.4
Female,25,High School Degree,Unemployed,moderate stability,"This Female, 25 years of age, Unemployed and bearing a High School Degree, moves through a world of predictable pace, finding comfort in the steady hum of everyday routine.",0.8
Male,50,No High School Degree,Employed,precarious life,"Now 50, this Male — Employed and equipped with No High School Degree — navigates through days that teeter between promise and uncertainty, where each step forward feels like walking on glass.",0.5
Male,51,No High School Degree,Employed,moderate stability,"At the age of 51, this Male, who is Employed with No High School Degree, maintains a steadfast rhythm in daily affairs, letting a soothing routine guide the way.",0.7
Male,29,PhD,Unemployed,precarious life,"Now 29, this Male — Unemployed and equipped with a PhD — tip-toes across a reality ready to fracture, feeling the immense weight of the present moment.",0.2
Male,35,No High School Degree,Employed,precarious life,"This 35-year-old Male, Employed and having No High School Degree, moves through an environment of subtle suspense, where true safety always feels just out of reach.",0.6
Male,28,No High School Degree,Employed,precarious life,"A 28-year-old Male with No High School Degree, currently Employed, tiptoes through a minefield of fragile situations, hoping the next step finds solid ground.",0.7
Male,37,No High School Degree,Employed,precarious life,"This Male, aged 37, Employed and holding No High School Degree, navigates the tight confines of a strained reality, deeply aware of the vulnerability of their position.",0.4
Male,36,No High School Degree,Unemployed,precarious life,"This Male, aged 36, Unemployed and holding No High School Degree, walks a thin line between hope and collapse, navigating a world made of brittle certainties.",0.3
Male,47,No High School Degree,Unemployed,precarious life,"This Male, aged 47, Unemployed and holding No High School Degree, moves through an environment of subtle suspense, where true safety always feels just out of reach.",0.5
Female,53,No High School Degree,Employed,stable and supportive life,"This Female, 53 years of age, Employed and bearing No High School Degree, lives radiantly in a space defined by protective love, grounded by the powerful certainties of home.",0.9
Male,53,No High School Degree,Employed,moderate stability,"This Male, aged 53, Employed and holding No High School Degree, moves through a world of predictable pace, finding comfort in the steady hum of everyday routine.",0.8
Male,34,No High School Degree,Unemployed,precarious life,"At 34, this Male with No High School Degree and an Unemployed status treads carefully through a landscape of tension, balancing on the sharp edge of the unknown.",0.4
Male,37,No High School Degree,Unemployed,moderate stability,"An Unemployed Male of 37 years, possessing No High School Degree, finds peace in the moderate predictable flow of time, keeping chaos safely at arm's length.",0.7
Male,25,Master,Employed,precarious life,"A 25-year-old Male with a Master, currently Employed, stands on a precipice of uncertainty, dealing with situations that remain uncomfortably unresolved.",0.6
Male,31,No High School Degree,Unemployed,precarious life,"Presenting as a Male at 31 with No High School Degree, currently Unemployed, copes with a profoundly brittle reality, navigating the friction of days that could easily break.",0.3
Female,49,High School Degree,Employed,moderate stability,"Holding a High School Degree, this Employed Female at the age of 49 lives in a rhythm of quiet balance — not luxurious, but reliably intact.",0.8
Female,56,No High School Degree,Employed,moderate stability,"At the age of 56, this Female, who is Employed with No High School Degree, approaches each morning with calm assurance, buoyed by the reliable rhythm of a stable routine.",0.9
Male,27,No High School Degree,Unemployed,precarious life,"A 27-year-old Male with No High School Degree, currently Unemployed, lives in a suspended reality, where the ground beneath feels perpetually thin and vulnerable.",0.2
Male,34,No High School Degree,Unemployed,precarious life,"A Male, aged 34, who is Unemployed and has No High School Degree, manages a delicate equilibrium, deeply conscious of the precarious nature of everyday survival.",0.5
Male,39,No High School Degree,Employed,precarious life,"Now 39, this Male — Employed and equipped with No High School Degree — walks a thin line between hope and collapse, navigating a world made of brittle certainties.",0.4
Male,42,No High School Degree,Unemployed,unstable life,"Holding No High School Degree, this Unemployed Male at the age of 42 battles against a tide of shifting expectations, trying to anchor down in a restless world.",0.7
Male,31,High School Degree,Unemployed,unstable life,"A Male, aged 31, who is Unemployed and has a High School Degree, is tossed by the erratic winds of circumstance, navigating life without a clear compass.",0.8
Female,44,No High School Degree,Unemployed,moderate stability,"At 44, this Female with No High School Degree and an Unemployed status savors a comfortable baseline of existence, marked by sensible choices and a steady heartbeat.",0.6
Female,35,High School Degree,Unemployed,stable and supportive life,"An Unemployed Female of 35 years, possessing a High School Degree, breathes easily in an atmosphere of total reassurance, surrounded by the sturdy walls of a loving community.",0.9
Male,39,No High School Degree,Unemployed,precarious life,"Holding No High School Degree, this Unemployed Male at the age of 39 moves through an environment of subtle suspense, where true safety always feels just out of reach.",0.7
Female,45,High School Degree,Employed,moderate stability,"An Employed Female of 45 years, possessing a High School Degree, enjoys the quiet satisfaction of a balanced daily life, where routines provide a gentle framework.",0.8
Female,40,No High School Degree,Employed,moderate stability,"A Female, aged 40, who is Employed and has No High School Degree, steps comfortably into each new day, confident in the familiar routine that awaits.",0.9
Female,35,No High School Degree,Employed,stable and supportive life,"A Female, aged 35, who is Employed and has No High School Degree, enjoys a life deeply anchored in shared strength, where sturdy connections ward off any fear of falling.",0.8
Female,38,No High School Degree,Employed,moderate stability,"At the age of 38, this Female, who is Employed with No High School Degree, finds peace in the moderate predictable flow of time, keeping chaos safely at arm's length.",0.7
Female,39,No High School Degree,Unemployed,precarious life,"A Female of 39, listed as Unemployed with No High School Degree, exists in a delicate suspension, constantly aware of the fragile threads holding the present together.",0.8
Male,36,High School Degree,Unemployed,precarious life,"Holding a High School Degree, this Unemployed Male at the age of 36 lives amidst a lingering fragility, where the future is obscured by heavy, unresolved tension.",0.6
Male,37,No High School Degree,Employed,unstable life,"At the age of 37, this Male, who is Employed with No High School Degree, moves through an unpredictable sequence of events, forever chased by an aura of flux.",0.7
Female,55,No High School Degree,Employed,moderate stability,"Now 55, this Female — Employed and equipped with No High School Degree — moves through a world of predictable pace, finding comfort in the steady hum of everyday routine.",0.9
Female,45,No High School Degree,Employed,precarious life,"Holding No High School Degree, this Employed Female at the age of 45 lives as though walking on thin ice, aware that the surface of their daily life is dangerously delicate.",0.5
Male,37,High School Degree,Employed,precarious life,"An Employed Male of 37 years, possessing a High School Degree, exists in a delicate suspension, constantly aware of the fragile threads holding the present together.",0.8
Male,46,No High School Degree,Unemployed,precarious life,"A Male, aged 46, who is Unemployed and has No High School Degree, operates in a state of suspended animation, where every action is a cautious negotiation.",0.4
Male,36,No High School Degree,Employed,precarious life,"Holding No High School Degree, this Employed Male at the age of 36 waits in a liminal space of high tension, where circumstances hang in a precarious balance.",0.6
Female,51,No High School Degree,Unemployed,stable and supportive life,"This Female, 51 years of age, Unemployed and bearing No High School Degree, draws immense strength from a bedrock of trust, moving confidently through a heavily supported daily life.",0.7
Female,43,No High School Degree,Unemployed,moderate stability,"Holding No High School Degree, this Unemployed Female at the age of 43 enjoys the quiet satisfaction of a balanced daily life, where routines provide a gentle framework.",0.5
Male,38,High School Degree,Employed,precarious life,"A Male, aged 38, who is Employed and has a High School Degree, waits out a prolonged season of fragility, maintaining hope amidst the palpable suspense.",0.7
Female,44,No High School Degree,Employed,moderate stability,"Presenting as a Female at 44 with No High School Degree, currently Employed, walks a path characterized by a gentle consistency, where surprises are few and the days are even.",0.8
Male,25,No High School Degree,Employed,moderate stability,"Holding No High School Degree, this Employed Male at the age of 25 walks a path characterized by a gentle consistency, where surprises are few and the days are even.",0.6
Female,28,High School Degree,Unemployed,precarious life,"An Unemployed Female of 28 years, possessing a High School Degree, lives in a suspended reality, where the ground beneath feels perpetually thin and vulnerable.",0.4
Female,28,High School Degree,Unemployed,stable and supportive life,"This 28-year-old Female, Unemployed and having a High School Degree, walks gracefully through a life rich in emotional safety, buoyed by the unwavering presence of community.",0.7
Male,41,High School Degree,Employed,moderate stability,"At the age of 41, this Male, who is Employed with a High School Degree, finds a quiet joy in the symmetry of the everyday, moving at a measured, unhurried pace.",0.5
Male,57,No High School Degree,Unemployed,precarious life,"A Male, aged 57, who is Unemployed and has No High School Degree, operates beneath a constant, low-grade tension, treating each moment with breathless caution.",0.3
Male,62,Master,Unemployed,precarious life,"Now 62, this Male — Unemployed and equipped with a Master — moves through an environment of subtle suspense, where true safety always feels just out of reach.",0.6
Male,46,No High School Degree,Employed,precarious life,"This Male, aged 46, Employed and holding No High School Degree, treads carefully through a landscape of tension, balancing on the sharp edge of the unknown.",0.5
Male,45,No High School Degree,Employed,precarious life,"A Male, aged 45, who is Employed and has No High School Degree, lives in a suspended reality, where the ground beneath feels perpetually thin and vulnerable.",0.4
Female,25,High School Degree,Unemployed,moderate stability,"A Female, aged 25, who is Unemployed and has a High School Degree, approaches each morning with calm assurance, buoyed by the reliable rhythm of a stable routine.",0.9
Female,34,No High School Degree,Unemployed,stable and supportive life,"A 34-year-old Female with No High School Degree, currently Unemployed, operates from a place of deep-seated confidence, empowered by the solid ground and sturdy relationships beneath them.",0.85
Male,32,High School Degree,Unemployed,precarious life,"At the age of 32, this Male, who is Unemployed with a High School Degree, stands on a precipice of uncertainty, dealing with situations that remain uncomfortably unresolved.",0.4
Female,33,High School Degree,Unemployed,moderate stability,"Holding a High School Degree, this Unemployed Female at the age of 33 lives steadily in the calm center of the storm, relying on habits that provide a strong, modest core.",0.8
Male,38,No High School Degree,Unemployed,precarious life,"A Male of 38, listed as Unemployed with No High School Degree, waits out a prolonged season of fragility, maintaining hope amidst the palpable suspense.",0.6
