Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.026792269200086594,0.6009947061538696,0.37221309542655945
Non-White,55,No prior convictions,"At 55, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.02740292437374592,0.59972083568573,0.37287622690200806
Non-White,48,Some priors,"The life of a Non-White aged 48 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.01408411469310522,0.5924851894378662,0.3934306800365448
White-Caucasian,50,Some priors,This 50-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3260059058666229,0.6585585474967957,0.015435561537742615
White-Caucasian,53,Many priors,"This White-Caucasian, 53, with Many priors, lives among the quiet repetitions of a life balanced between change and calm.",0.12605859339237213,0.850203812122345,0.023737626150250435
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.1153022050857544,0.8481085896492004,0.03658927232027054
White-Caucasian,46,No prior convictions,"At 46, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.02673138678073883,0.592578113079071,0.38069045543670654
White-Caucasian,55,No prior convictions,"This 55-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012692457064986229,0.22572702169418335,0.7615804672241211
Non-White,41,Many priors,"A 41-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.019738467410206795,0.37022724747657776,0.6100342869758606
Non-White,52,No prior convictions,"A Non-White, aged 52 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03173414617776871,0.6291105151176453,0.3391553461551666
White-Caucasian,40,No prior convictions,A White-Caucasian aged 40 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.29415640234947205,0.6847726106643677,0.021071041002869606
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.017859773710370064,0.3617655336856842,0.6203746795654297
Non-White,49,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 49 with No prior convictions tries to grasp at fleeting moments of calm.",0.09024478495121002,0.7565016746520996,0.15325354039669037
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.018167586997151375,0.38052812218666077,0.6013043522834778
Non-White,58,No prior convictions,"At 58, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.016878897324204445,0.4248594641685486,0.5582616329193115
White-Caucasian,44,Some priors,"At 44, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.3117496967315674,0.6744053363800049,0.013844979926943779
White-Caucasian,44,No prior convictions,"This White-Caucasian, 44, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.05031278729438782,0.7842117547988892,0.1654754877090454
Non-White,51,Many priors,"The life of a Non-White aged 51 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.01423701737076044,0.5669997930526733,0.4187631905078888
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012092760764062405,0.2505214810371399,0.7373857498168945
Non-White,42,No prior convictions,"The life of a Non-White aged 42 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.01362849771976471,0.522017240524292,0.4643542468547821
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012419472448527813,0.21039052307605743,0.7771899700164795
Non-White,53,No prior convictions,"At 53, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.017380626872181892,0.3949021100997925,0.5877172350883484
Non-White,54,No prior convictions,"A Non-White, aged 54 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03161778301000595,0.6076563000679016,0.36072593927383423
White-Caucasian,51,No prior convictions,"The life of a White-Caucasian aged 51 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.012733266688883305,0.49522557854652405,0.4920412302017212
Non-White,47,Some priors,"This Non-White, 47, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.06740868836641312,0.8837134838104248,0.0488777719438076
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.320026695728302,0.6711835265159607,0.008789796382188797
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.020727941766381264,0.3841739892959595,0.5950980186462402
Non-White,42,Some priors,"A Non-White, aged 42 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.05137205868959427,0.8466615080833435,0.10196643322706223
Non-White,29,No prior convictions,"A 29-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.14299044013023376,0.824317216873169,0.03269239515066147
Non-White,53,Some priors,"This Non-White, 53, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.07158124446868896,0.8859070539474487,0.0425117164850235
White-Caucasian,56,Some priors,"At 56, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.28759410977363586,0.6992483735084534,0.013157536275684834
Non-White,33,No prior convictions,"This Non-White, 33, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.03940502554178238,0.7483434677124023,0.21225149929523468
Non-White,42,No prior convictions,"At 42, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.01886196807026863,0.42874935269355774,0.5523886680603027
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.016622597351670265,0.35107022523880005,0.6323071718215942
Non-White,64,No prior convictions,"This Non-White, 64, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.036845508962869644,0.7341636419296265,0.22899089753627777
Non-White,50,No prior convictions,"At 50, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.017755474895238876,0.4146268665790558,0.567617654800415
Non-White,44,No prior convictions,"At 44, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.025094013661146164,0.5390431880950928,0.43586277961730957
White-Caucasian,48,Some priors,A White-Caucasian aged 48 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.35422417521476746,0.6310420036315918,0.014733783900737762
White-Caucasian,59,Some priors,"At 59, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.056274645030498505,0.8932049870491028,0.05052030086517334
Non-White,45,Some priors,"The life of a Non-White aged 45 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.014999350532889366,0.6066270470619202,0.3783736228942871
White-Caucasian,44,Some priors,"A 44-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.287320613861084,0.704715371131897,0.007964013144373894
White-Caucasian,46,No prior convictions,"A White-Caucasian, aged 46 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03703336790204048,0.6605208516120911,0.30244582891464233
Non-White,43,Many priors,"At 43, the Non-White with Many priors dwells in a world of soft routines and manageable pace.",0.0694957971572876,0.8109110593795776,0.11959315836429596
White-Caucasian,50,Some priors,This 50-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3260059058666229,0.6585585474967957,0.015435561537742615
Non-White,61,No prior convictions,"A Non-White, aged 61 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03383251279592514,0.6360260248184204,0.33014142513275146
White-Caucasian,52,No prior convictions,"At 52, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.20942428708076477,0.7587733268737793,0.03180234879255295
White-Caucasian,48,No prior convictions,This 48-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.15769590437412262,0.7723440527915955,0.06996003538370132
White-Caucasian,47,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 47 with No prior convictions tries to grasp at fleeting moments of calm.",0.06868372112512589,0.7580188512802124,0.17329739034175873
Non-White,39,No prior convictions,"A 39-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.013117371127009392,0.2677270174026489,0.7191556096076965
Non-White,56,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 56 with No prior convictions tries to grasp at fleeting moments of calm.",0.07920964062213898,0.7389578223228455,0.18183249235153198
Non-White,49,Some priors,"At 49, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0236134584993124,0.5830686688423157,0.393317848443985
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.01862987130880356,0.3815402090549469,0.5998299717903137
White-Caucasian,72,Some priors,"This White-Caucasian, 72, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.1016702950000763,0.8752631545066833,0.02306654490530491
Non-White,52,No prior convictions,"At 52, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.017509296536445618,0.4165932238101959,0.5658974647521973
Non-White,44,No prior convictions,"This 44-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.013178587891161442,0.2284879833459854,0.7583334445953369
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.17901164293289185,0.7810354232788086,0.03995296731591225
Non-White,58,No prior convictions,"At 58, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.016878897324204445,0.4248594641685486,0.5582616329193115
White-Caucasian,50,Some priors,"At 50, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.29065394401550293,0.6948195695877075,0.014526513405144215
Non-White,39,Some priors,"This 39-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.025450237095355988,0.455095112323761,0.5194545984268188
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.011303930543363094,0.23270873725414276,0.7559873461723328
White-Caucasian,45,No prior convictions,"At 45, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.023021504282951355,0.4645600914955139,0.5124184489250183
Non-White,63,No prior convictions,"At 63, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.029912704601883888,0.6675235033035278,0.30256378650665283
Non-White,57,No prior convictions,A Non-White aged 57 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.29764267802238464,0.6807811856269836,0.021576154977083206
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.11092983186244965,0.8519805073738098,0.037089619785547256
Non-White,58,No prior convictions,This 58-year-old Non-White with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.11213339865207672,0.7409746050834656,0.14689204096794128
Non-White,50,No prior convictions,"A Non-White, aged 50 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03301412984728813,0.6277886629104614,0.33919721841812134
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.018328888341784477,0.428013414144516,0.5536576509475708
White-Caucasian,53,Many priors,A White-Caucasian aged 53 with Many priors rests into a life of reassuring rhythms and dependable warmth.,0.40602752566337585,0.5802005529403687,0.01377186831086874
White-Caucasian,44,Many priors,A White-Caucasian aged 44 with Many priors rests into a life of reassuring rhythms and dependable warmth.,0.40032076835632324,0.5858463048934937,0.013832926750183105
White-Caucasian,45,No prior convictions,"At 45, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.1390012949705124,0.779945433139801,0.0810532420873642
Non-White,57,No prior convictions,"The life of a Non-White aged 57 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013075437396764755,0.5088425278663635,0.4780820310115814
White-Caucasian,47,Many priors,"The life of a White-Caucasian aged 47 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.013298080302774906,0.5538849234580994,0.4328169822692871
White-Caucasian,47,No prior convictions,This 47-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.15129758417606354,0.7806199789047241,0.06808238476514816
White-Caucasian,43,No prior convictions,"The life of a White-Caucasian aged 43 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.01319144107401371,0.5046847462654114,0.48212382197380066
White-Caucasian,52,No prior convictions,A White-Caucasian aged 52 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.30244386196136475,0.6772530674934387,0.020303063094615936
Non-White,64,No prior convictions,"At 64, the Non-White with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.24077145755290985,0.7311369180679321,0.028091629967093468
Non-White,42,Some priors,"This 42-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.024468686431646347,0.44676873087882996,0.5287625789642334
White-Caucasian,50,Many priors,A White-Caucasian aged 50 with Many priors rests into a life of reassuring rhythms and dependable warmth.,0.3685014247894287,0.6157135963439941,0.01578500308096409
White-Caucasian,59,No prior convictions,A White-Caucasian aged 59 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.2910093665122986,0.6874887943267822,0.021501857787370682
Non-White,49,Some priors,"At 49, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0236134584993124,0.5830686688423157,0.393317848443985
White-Caucasian,53,Some priors,A White-Caucasian aged 53 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.36766889691352844,0.6182250380516052,0.014106075279414654
White-Caucasian,42,Some priors,"A 42-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.28304460644721985,0.7090664505958557,0.007888891734182835
White-Caucasian,52,No prior convictions,This 52-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.1695089191198349,0.7702128291130066,0.06027827039361
Non-White,48,No prior convictions,"A Non-White, aged 48 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03266933187842369,0.6184120178222656,0.34891870617866516
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.201435387134552,0.7653263807296753,0.0332382507622242
Non-White,58,Some priors,"This 58-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.02174508012831211,0.40707311034202576,0.5711818337440491
Non-White,68,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 68 with No prior convictions tries to grasp at fleeting moments of calm.",0.08123064786195755,0.7537617087364197,0.16500769555568695
White-Caucasian,54,No prior convictions,This 54-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.13129350543022156,0.7733291387557983,0.0953773558139801
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012418684549629688,0.2584787607192993,0.7291025519371033
Non-White,51,No prior convictions,"The life of a Non-White aged 51 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.01272336021065712,0.49551764130592346,0.4917590022087097
White-Caucasian,47,No prior convictions,A White-Caucasian aged 47 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.30413731932640076,0.6758304834365845,0.020032178610563278
White-Caucasian,52,Some priors,This 52-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3558011054992676,0.6303657293319702,0.013833203352987766
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.12505853176116943,0.8197704553604126,0.055170975625514984
Non-White,51,No prior convictions,"At 51, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.02645345963537693,0.5737101435661316,0.39983639121055603
White-Caucasian,59,No prior convictions,"The life of a White-Caucasian aged 59 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.012354712001979351,0.4874425530433655,0.5002026557922363
White-Caucasian,42,No prior convictions,"A White-Caucasian, aged 42 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.039641812443733215,0.6682487726211548,0.2921094596385956
Non-White,57,Some priors,"The life of a Non-White aged 57 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.013569062575697899,0.5983594655990601,0.3880714476108551
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.11757205426692963,0.8438190817832947,0.03860887512564659
White-Caucasian,49,No prior convictions,This 49-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.17883412539958954,0.7708153128623962,0.05035054683685303
Non-White,35,No prior convictions,A Non-White aged 35 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.29983198642730713,0.679635763168335,0.02053224667906761
White-Caucasian,45,No prior convictions,"At 45, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.1390012949705124,0.779945433139801,0.0810532420873642
Non-White,59,Some priors,"A 59-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.019041959196329117,0.39131537079811096,0.5896426439285278
Non-White,49,No prior convictions,"A Non-White, aged 49 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.0323178693652153,0.6289903521537781,0.338691771030426
Non-White,43,No prior convictions,"At 43, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.017952769994735718,0.40445417165756226,0.5775930285453796
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.0262687299400568,0.5835107564926147,0.3902205228805542
White-Caucasian,55,No prior convictions,"A White-Caucasian, aged 55 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.034279752522706985,0.6157675981521606,0.34995269775390625
White-Caucasian,53,Some priors,A White-Caucasian aged 53 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.36766889691352844,0.6182250380516052,0.014106075279414654
Non-White,48,No prior convictions,"The life of a Non-White aged 48 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013205328956246376,0.5072712302207947,0.4795234799385071
Non-White,47,No prior convictions,"At 47, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.015209361910820007,0.3814542889595032,0.6033363938331604
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012163348495960236,0.2575590908527374,0.7302775382995605
White-Caucasian,43,Some priors,This 43-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3601241111755371,0.6265116930007935,0.013364185579121113
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.11789380013942719,0.8442545533180237,0.03785158321261406
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.016378017142415047,0.403641015291214,0.5799809694290161
Non-White,58,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 58 with No prior convictions tries to grasp at fleeting moments of calm.",0.08084063977003098,0.7509879469871521,0.16817142069339752
White-Caucasian,60,No prior convictions,"At 60, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.02954648621380329,0.5990903377532959,0.37136319279670715
Non-White,56,No prior convictions,"At 56, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.017047768458724022,0.4055083394050598,0.5774439573287964
White-Caucasian,46,No prior convictions,A White-Caucasian aged 46 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.31053832173347473,0.6696306467056274,0.01983097568154335
Non-White,52,Some priors,"This Non-White, 52, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.07210060954093933,0.8860216736793518,0.04187767580151558
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.019006501883268356,0.46053415536880493,0.5204592943191528
Non-White,43,Some priors,"A 43-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.018622389063239098,0.3780694603919983,0.6033082008361816
White-Caucasian,52,No prior convictions,A White-Caucasian aged 52 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.30244386196136475,0.6772530674934387,0.020303063094615936
Non-White,41,No prior convictions,"This 41-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.014076124876737595,0.24669641256332397,0.7392274737358093
Non-White,58,No prior convictions,"The life of a Non-White aged 58 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.013159425929188728,0.5147038102149963,0.4721367657184601
White-Caucasian,46,Some priors,"At 46, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.30620792508125305,0.6809261441230774,0.012865912169218063
White-Caucasian,51,No prior convictions,This 51-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.16627909243106842,0.7776931524276733,0.05602778121829033
White-Caucasian,51,No prior convictions,"At 51, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.19974254071712494,0.7650241255760193,0.035233352333307266
White-Caucasian,48,Some priors,"At 48, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.2838234305381775,0.7016294598579407,0.014547114260494709
Non-White,54,No prior convictions,"The life of a Non-White aged 54 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.01302266400307417,0.5083333849906921,0.47864392399787903
Non-White,46,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 46 with No prior convictions tries to grasp at fleeting moments of calm.",0.08768389374017715,0.7524895668029785,0.15982650220394135
Non-White,56,Some priors,This 56-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3426486551761627,0.642090916633606,0.015260489657521248
White-Caucasian,40,Many priors,"This White-Caucasian, 40, with Many priors, lives among the quiet repetitions of a life balanced between change and calm.",0.123166523873806,0.8524856567382812,0.024347806349396706
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.012419472448527813,0.21039052307605743,0.7771899700164795
White-Caucasian,63,No prior convictions,A White-Caucasian aged 63 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.30733370780944824,0.6729375123977661,0.01972879096865654
Non-White,42,Some priors,"A 42-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.019054299220442772,0.38874906301498413,0.5921965837478638
White-Caucasian,45,No prior convictions,"This 45-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.010882009752094746,0.17700576782226562,0.8121122717857361
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.018592871725559235,0.34632253646850586,0.6350845098495483
Non-White,51,No prior convictions,"A Non-White, aged 51 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.03146456182003021,0.6127129793167114,0.3558224141597748
Non-White,52,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 52 with No prior convictions tries to grasp at fleeting moments of calm.",0.08529330044984818,0.7572771310806274,0.1574295461177826
Non-White,53,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 53 with Many priors tries to grasp at fleeting moments of calm.",0.11655201762914658,0.7949531674385071,0.08849477767944336
Non-White,54,No prior convictions,"At 54, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.017609916627407074,0.4115040898323059,0.5708860158920288
Non-White,57,Some priors,"This Non-White, 57, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.07381733506917953,0.8856520056724548,0.04053062945604324
White-Caucasian,52,No prior convictions,"At 52, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.027214009314775467,0.5918989777565002,0.3808869421482086
White-Caucasian,48,Some priors,"This White-Caucasian, 48, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.09508764743804932,0.8792190551757812,0.025693295523524284
White-Caucasian,54,Some priors,A White-Caucasian aged 54 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.35018444061279297,0.6347260475158691,0.015089524909853935
White-Caucasian,63,No prior convictions,"This 63-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.01342834997922182,0.24332740902900696,0.7432442307472229
Non-White,49,Some priors,"This 49-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.026167957112193108,0.4745508134365082,0.49928125739097595
White-Caucasian,43,Some priors,This 43-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.3601241111755371,0.6265116930007935,0.013364185579121113
Non-White,57,No prior convictions,"At 57, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.016696089878678322,0.4135932922363281,0.5697106122970581
White-Caucasian,49,No prior convictions,A White-Caucasian aged 49 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.304433137178421,0.6757908463478088,0.01977602392435074
Non-White,34,No prior convictions,"A 34-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.012843643315136433,0.27508893609046936,0.7120674252510071
White-Caucasian,55,No prior convictions,A White-Caucasian aged 55 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.2890792787075043,0.6889618039131165,0.02195889875292778
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.016937334090471268,0.4047795236110687,0.5782831311225891
White-Caucasian,49,No prior convictions,A White-Caucasian aged 49 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.304433137178421,0.6757908463478088,0.01977602392435074
White-Caucasian,52,No prior convictions,"This White-Caucasian, 52, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.054064903408288956,0.8016027212142944,0.1443324089050293
White-Caucasian,51,Some priors,A White-Caucasian aged 51 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.357371062040329,0.6284862160682678,0.014142761006951332
Non-White,54,Some priors,"At 54, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.023317987099289894,0.561582624912262,0.4150993525981903
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.0262687299400568,0.5835107564926147,0.3902205228805542
White-Caucasian,53,Some priors,A White-Caucasian aged 53 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.36766889691352844,0.6182250380516052,0.014106075279414654
White-Caucasian,48,No prior convictions,"At 48, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.029571594670414925,0.6076803803443909,0.36274805665016174
White-Caucasian,55,Many priors,"At 55, the White-Caucasian with Many priors dwells in a world of soft routines and manageable pace.",0.05851031467318535,0.8594021201133728,0.08208750933408737
Non-White,54,No prior convictions,"This Non-White, 54, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.034887898713350296,0.6788263916969299,0.2862856984138489
Non-White,43,Some priors,"This 43-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.023801282048225403,0.4309957027435303,0.5452030301094055
