Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
White-Caucasian,51,Some priors,"This 51-year-old White-Caucasian, with Some priors, moves through a tenuous landscape, shaped by quiet moments and passing time.",0.05506465211510658,0.9194542765617371,0.025481069460511208
Non-White,47,Some priors,"This 47-year-old Non-White, with Some priors, moves through a balanced landscape, shaped by quiet moments and passing time.",0.12371448427438736,0.8633784055709839,0.012907076627016068
Non-White,44,No prior convictions,"44 years old, Non-White, bearing No prior convictions, living amid days that echo with routine tones.",0.05315475910902023,0.7308578491210938,0.21598738431930542
Non-White,50,No prior convictions,"A Non-White, 50, with No prior convictions, drifts through a life that feels perpetually chaotic.",0.011649589985609055,0.2789047360420227,0.7094456553459167
Non-White,42,No prior convictions,"A Non-White, 42, with No prior convictions, drifts through a life that feels perpetually fragile.",0.012354292906820774,0.2558438181877136,0.7318018674850464
Non-White,29,Some priors,"This Non-White, aged 29, with Some priors, resides in a realm where each day unfolds in a balanced pattern.",0.113406240940094,0.8698536157608032,0.01674017868936062
Non-White,53,No prior convictions,"53 years old, Non-White, bearing No prior convictions, living amid days that echo with routine tones.",0.05565206706523895,0.7442183494567871,0.20012961328029633
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions stands in a space suspended in grounded quiet.",0.020330941304564476,0.653357982635498,0.3263110816478729
Non-White,33,No prior convictions,"In calm cycles of existence, a Non-White, aged 33, carries No prior convictions like a whispered thread.",0.1116182878613472,0.8407701253890991,0.047611650079488754
Non-White,42,No prior convictions,"This 42-year-old Non-White, with No prior convictions, moves through a unpredictable landscape, shaped by quiet moments and passing time.",0.02775639295578003,0.7839813232421875,0.18826228380203247
Non-White,54,No prior convictions,"54 years old, Non-White, bearing No prior convictions, living amid days that echo with ever-changing tones.",0.09692269563674927,0.8315887451171875,0.07148861885070801
Non-White,64,Some priors,"This Non-White, aged 64, with Some priors, resides in a realm where each day unfolds in a steady pattern.",0.03346860036253929,0.9010185599327087,0.06551282107830048
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian, with No prior convictions, moves through a ever-changing landscape, shaped by quiet moments and passing time.",0.05724895000457764,0.9013933539390564,0.041357677429914474
Non-White,44,No prior convictions,"With No prior convictions, this 44-year-old Non-White navigates a world softly layered in calm textures.",0.09521418064832687,0.8153282403945923,0.08945755660533905
Non-White,48,No prior convictions,"Non-White, aged 48, with No prior convictions, inhabits a world subtly colored by comforting days.",0.046911172568798065,0.7651026844978333,0.18798615038394928
White-Caucasian,59,Some priors,A 59-year-old White-Caucasian with Some priors walks a path shaped by calm rhythms and unseen turns.,0.09974196553230286,0.8879384994506836,0.012319520115852356
Non-White,45,No prior convictions,"A life marked by fragile hues surrounds this Non-White, aged 45, who has No prior convictions.",0.0073217055760324,0.13457712531089783,0.8581012487411499
White-Caucasian,44,No prior convictions,"This White-Caucasian, aged 44, with No prior convictions, resides in a realm where each day unfolds in a steady pattern.",0.025785289704799652,0.48328426480293274,0.4909304976463318
White-Caucasian,46,Some priors,"This White-Caucasian, aged 46, with Some priors, resides in a realm where each day unfolds in a unsteady pattern.",0.030324827879667282,0.8717118501663208,0.09796334058046341
Non-White,43,No prior convictions,"43 years old, Non-White, bearing No prior convictions, living amid days that echo with routine tones.",0.052233897149562836,0.7291511297225952,0.21861502528190613
White-Caucasian,50,Many priors,A 50-year-old White-Caucasian with Many priors walks a path shaped by comforting rhythms and unseen turns.,0.057892587035894394,0.908184826374054,0.033922553062438965
Non-White,61,No prior convictions,"At 61, the Non-White with No prior convictions stands in a space suspended in on edge quiet.",0.028088577091693878,0.7488254308700562,0.22308604419231415
Non-White,52,No prior convictions,"This Non-White, aged 52, with No prior convictions, resides in a realm where each day unfolds in a supportive pattern.",0.11501889675855637,0.7895109057426453,0.09547019004821777
Non-White,48,No prior convictions,"With No prior convictions, this 48-year-old Non-White navigates a world softly layered in comforting textures.",0.1753113716840744,0.7809291481971741,0.04375949129462242
White-Caucasian,47,Many priors,"At 47, the White-Caucasian with Many priors stands in a space suspended in fragmented quiet.",0.03075861744582653,0.8405890464782715,0.12865231931209564
White-Caucasian,39,Some priors,A 39-year-old White-Caucasian with Some priors walks a path shaped by in flux rhythms and unseen turns.,0.02560276910662651,0.9128034710884094,0.06159374490380287
Non-White,56,Some priors,A 56-year-old Non-White with Some priors walks a path shaped by unpredictable rhythms and unseen turns.,0.01676066964864731,0.646513044834137,0.33672627806663513
Non-White,49,No prior convictions,"A life marked by chaotic hues surrounds this Non-White, aged 49, who has No prior convictions.",0.007185721304267645,0.18443208932876587,0.8083822131156921
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions walks a path shaped by unpredictable rhythms and unseen turns.,0.015006592497229576,0.4622921943664551,0.5227012038230896
White-Caucasian,72,Some priors,"This White-Caucasian, aged 72, with Some priors, resides in a realm where each day unfolds in a calm pattern.",0.16973529756069183,0.8185978531837463,0.011666838079690933
Non-White,52,No prior convictions,"With No prior convictions, this 52-year-old Non-White navigates a world softly layered in unpredictable textures.",0.025573257356882095,0.5865954160690308,0.38783133029937744
Non-White,44,No prior convictions,"This Non-White, aged 44, with No prior convictions, resides in a realm where each day unfolds in a tenuous pattern.",0.014807882718741894,0.3108294904232025,0.6743626594543457
Non-White,47,Some priors,"This 47-year-old Non-White, with Some priors, moves through a grounded landscape, shaped by quiet moments and passing time.",0.08581259846687317,0.8993496894836426,0.014837720431387424
White-Caucasian,58,Some priors,"A life marked by unpredictable hues surrounds this White-Caucasian, aged 58, who has Some priors.",0.0186593160033226,0.6461923718452454,0.3351483941078186
Non-White,50,No prior convictions,"A Non-White, 50, with No prior convictions, drifts through a life that feels perpetually structured.",0.01708907261490822,0.4205125868320465,0.5623983144760132
Non-White,39,No prior convictions,A 39-year-old Non-White with No prior convictions walks a path shaped by tenuous rhythms and unseen turns.,0.01719990000128746,0.460702121257782,0.5220979452133179
Non-White,56,No prior convictions,"A life marked by fragmented hues surrounds this Non-White, aged 56, who has No prior convictions.",0.007631482090801001,0.2076587677001953,0.7847098112106323
White-Caucasian,45,No prior convictions,"This White-Caucasian, aged 45, with No prior convictions, resides in a realm where each day unfolds in a balanced pattern.",0.041440438479185104,0.6144953966140747,0.3440641164779663
Non-White,63,Some priors,A 63-year-old Non-White with Some priors walks a path shaped by balanced rhythms and unseen turns.,0.06250481307506561,0.911227285861969,0.026267919689416885
Non-White,57,No prior convictions,"57 years old, Non-White, bearing No prior convictions, living amid days that echo with structured tones.",0.05676975101232529,0.77243572473526,0.1707945019006729
White-Caucasian,46,Some priors,"A life marked by calm hues surrounds this White-Caucasian, aged 46, who has Some priors.",0.494037926197052,0.4982086420059204,0.007753333076834679
Non-White,58,Some priors,A 58-year-old Non-White with Some priors walks a path shaped by comforting rhythms and unseen turns.,0.04620853438973427,0.8978499174118042,0.0559416264295578
Non-White,50,No prior convictions,"At 50, the Non-White with No prior convictions stands in a space suspended in fragile quiet.",0.018239393830299377,0.4568921625614166,0.5248684287071228
White-Caucasian,55,Many priors,"This 55-year-old White-Caucasian, with Many priors, moves through a chaotic landscape, shaped by quiet moments and passing time.",0.02958826534450054,0.8704229593276978,0.09998879581689835
White-Caucasian,53,Many priors,"A life marked by secure hues surrounds this White-Caucasian, aged 53, who has Many priors.",0.28675714135169983,0.7027367949485779,0.010506031103432178
Non-White,44,No prior convictions,"A Non-White, 44, with No prior convictions, drifts through a life that feels perpetually supportive.",0.09382976591587067,0.6988226175308228,0.20734760165214539
White-Caucasian,45,Some priors,"This 45-year-old White-Caucasian, with Some priors, moves through a supportive landscape, shaped by quiet moments and passing time.",0.296332985162735,0.6952672004699707,0.00839984230697155
Non-White,57,No prior convictions,"With No prior convictions, this 57-year-old Non-White navigates a world softly layered in fragile textures.",0.011813454329967499,0.30724960565567017,0.6809369325637817
White-Caucasian,47,Many priors,"A White-Caucasian, 47, with Many priors, drifts through a life that feels perpetually fragile.",0.021535053849220276,0.4103807210922241,0.5680842399597168
Non-White,47,No prior convictions,"With No prior convictions, this 47-year-old Non-White navigates a world softly layered in structured textures.",0.0349678099155426,0.7100641131401062,0.2549680769443512
White-Caucasian,43,Some priors,"43 years old, White-Caucasian, bearing Some priors, living amid days that echo with unsteady tones.",0.0718015506863594,0.8719326853752136,0.056265704333782196
Non-White,52,Some priors,"In secure cycles of existence, a Non-White, aged 52, carries Some priors like a whispered thread.",0.07059818506240845,0.8862563967704773,0.04314544424414635
Non-White,64,No prior convictions,A 64-year-old Non-White with No prior convictions walks a path shaped by structured rhythms and unseen turns.,0.017744874581694603,0.5856228470802307,0.39663225412368774
Non-White,42,Some priors,"With Some priors, this 42-year-old Non-White navigates a world softly layered in delicate textures.",0.2469971925020218,0.7348325848579407,0.018170170485973358
Non-White,50,No prior convictions,"Non-White, aged 50, with No prior convictions, inhabits a world subtly colored by secure days.",0.02732304483652115,0.6413272619247437,0.331349641084671
White-Caucasian,59,Some priors,"A life marked by structured hues surrounds this White-Caucasian, aged 59, who has Some priors.",0.028831904754042625,0.8828227519989014,0.08834541589021683
Non-White,49,Some priors,"49 years old, Non-White, bearing Some priors, living amid days that echo with fragmented tones.",0.05325264111161232,0.8343271613121033,0.1124202311038971
White-Caucasian,53,Some priors,"In structured cycles of existence, a White-Caucasian, aged 53, carries Some priors like a whispered thread.",0.0373687744140625,0.8889691233634949,0.07366213202476501
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, moves through a measured landscape, shaped by quiet moments and passing time.",0.07151944935321808,0.9096537828445435,0.01882675103843212
White-Caucasian,52,No prior convictions,"A White-Caucasian, 52, with No prior convictions, drifts through a life that feels perpetually secure.",0.09798755496740341,0.7417587637901306,0.1602536290884018
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions walks a path shaped by fragile rhythms and unseen turns.,0.012427739799022675,0.3701972961425781,0.6173750162124634
Non-White,56,No prior convictions,"This 56-year-old Non-White, with No prior convictions, moves through a grounded landscape, shaped by quiet moments and passing time.",0.06420009583234787,0.9054019451141357,0.030397985130548477
Non-White,58,No prior convictions,"At 58, the Non-White with No prior convictions stands in a space suspended in unsteady quiet.",0.030349720269441605,0.7890578508377075,0.18059243261814117
White-Caucasian,68,No prior convictions,"A life marked by chaotic hues surrounds this White-Caucasian, aged 68, who has No prior convictions.",0.008110997267067432,0.23395898938179016,0.7579299211502075
White-Caucasian,54,Some priors,"A life marked by secure hues surrounds this White-Caucasian, aged 54, who has Some priors.",0.15778560936450958,0.8263409733772278,0.015873419120907784
Non-White,52,Some priors,"A life marked by ever-changing hues surrounds this Non-White, aged 52, who has Some priors.",0.09250480681657791,0.8725458979606628,0.03494932875037193
White-Caucasian,51,Some priors,"White-Caucasian, aged 51, with Some priors, inhabits a world subtly colored by delicate days.",0.10084410011768341,0.8799510598182678,0.019204845651984215
White-Caucasian,47,No prior convictions,"White-Caucasian, aged 47, with No prior convictions, inhabits a world subtly colored by grounded days.",0.026451339945197105,0.684587836265564,0.2889607846736908
White-Caucasian,52,Some priors,"With Some priors, this 52-year-old White-Caucasian navigates a world softly layered in secure textures.",0.24819345772266388,0.7383254170417786,0.013481195084750652
Non-White,47,No prior convictions,"At 47, the Non-White with No prior convictions stands in a space suspended in steady quiet.",0.0263826921582222,0.7375470399856567,0.23607024550437927
Non-White,51,Many priors,"Non-White, aged 51, with Many priors, inhabits a world subtly colored by steady days.",0.04983421042561531,0.9013197422027588,0.04884610325098038
White-Caucasian,59,No prior convictions,"In delicate cycles of existence, a White-Caucasian, aged 59, carries No prior convictions like a whispered thread.",0.06917935609817505,0.7881465554237366,0.142674058675766
White-Caucasian,42,Many priors,"With Many priors, this 42-year-old White-Caucasian navigates a world softly layered in fragile textures.",0.09544868767261505,0.7857605218887329,0.11879080533981323
Non-White,57,Some priors,"This 57-year-old Non-White, with Some priors, moves through a tenuous landscape, shaped by quiet moments and passing time.",0.046649426221847534,0.9190893173217773,0.034261304885149
Non-White,59,No prior convictions,"This Non-White, aged 59, with No prior convictions, resides in a realm where each day unfolds in a steady pattern.",0.020534293726086617,0.4483605623245239,0.5311051607131958
White-Caucasian,49,No prior convictions,"This White-Caucasian, aged 49, with No prior convictions, resides in a realm where each day unfolds in a grounded pattern.",0.02993134595453739,0.5902648568153381,0.37980374693870544
Non-White,35,Some priors,"35 years old, Non-White, bearing Some priors, living amid days that echo with supportive tones.",0.7421891093254089,0.2505379915237427,0.0072728535160422325
White-Caucasian,45,Some priors,"White-Caucasian, aged 45, with Some priors, inhabits a world subtly colored by secure days.",0.055602654814720154,0.9076508283615112,0.03674650564789772
White-Caucasian,59,No prior convictions,"This 59-year-old White-Caucasian, with No prior convictions, moves through a ever-changing landscape, shaped by quiet moments and passing time.",0.059236809611320496,0.9073405861854553,0.03342261165380478
Non-White,49,Many priors,"49 years old, Non-White, bearing Many priors, living amid days that echo with delicate tones.",0.2602516710758209,0.7217441201210022,0.018004227429628372
White-Caucasian,43,Many priors,"White-Caucasian, aged 43, with Many priors, inhabits a world subtly colored by ever-changing days.",0.09309743344783783,0.8903055191040039,0.01659705862402916
Non-White,46,Some priors,"Non-White, aged 46, with Some priors, inhabits a world subtly colored by calm days.",0.23032993078231812,0.75556880235672,0.014101280830800533
White-Caucasian,55,Some priors,"A life marked by tenuous hues surrounds this White-Caucasian, aged 55, who has Some priors.",0.023801438510417938,0.6916642785072327,0.2845342457294464
White-Caucasian,53,Some priors,"This 53-year-old White-Caucasian, with Some priors, moves through a comforting landscape, shaped by quiet moments and passing time.",0.2827635407447815,0.7069850564002991,0.010251379571855068
Non-White,48,No prior convictions,"At 48, the Non-White with No prior convictions stands in a space suspended in tenuous quiet.",0.02600841224193573,0.6855575442314148,0.2884340286254883
White-Caucasian,47,No prior convictions,"A life marked by chaotic hues surrounds this White-Caucasian, aged 47, who has No prior convictions.",0.008640078827738762,0.2498130202293396,0.7415469288825989
Non-White,47,No prior convictions,"A life marked by chaotic hues surrounds this Non-White, aged 47, who has No prior convictions.",0.007279279641807079,0.18674130737781525,0.8059794902801514
White-Caucasian,43,No prior convictions,"This White-Caucasian, aged 43, with No prior convictions, resides in a realm where each day unfolds in a secure pattern.",0.04785282909870148,0.7099905610084534,0.24215666949748993
White-Caucasian,61,No prior convictions,A 61-year-old White-Caucasian with No prior convictions walks a path shaped by measured rhythms and unseen turns.,0.020665600895881653,0.6391646862030029,0.3401696979999542
White-Caucasian,47,Many priors,"At 47, the White-Caucasian with Many priors stands in a space suspended in fragmented quiet.",0.03075864538550377,0.8405891060829163,0.12865225970745087
Non-White,58,No prior convictions,"In fragmented cycles of existence, a Non-White, aged 58, carries No prior convictions like a whispered thread.",0.03507363051176071,0.6745389699935913,0.290387362241745
White-Caucasian,60,No prior convictions,"This 60-year-old White-Caucasian, with No prior convictions, moves through a steady landscape, shaped by quiet moments and passing time.",0.05073447525501251,0.899909496307373,0.049356017261743546
Non-White,56,Some priors,"This 56-year-old Non-White, with Some priors, moves through a in flux landscape, shaped by quiet moments and passing time.",0.038555510342121124,0.9204200506210327,0.041024431586265564
White-Caucasian,46,Many priors,"With Many priors, this 46-year-old White-Caucasian navigates a world softly layered in structured textures.",0.16345179080963135,0.8203260898590088,0.016222091391682625
Non-White,52,Some priors,"A Non-White, 52, with Some priors, drifts through a life that feels perpetually measured.",0.027099555358290672,0.6748951077461243,0.2980053424835205
White-Caucasian,49,Many priors,"White-Caucasian, aged 49, with Many priors, inhabits a world subtly colored by chaotic days.",0.027707194909453392,0.7850631475448608,0.18722966313362122
Non-White,43,No prior convictions,"This Non-White, aged 43, with No prior convictions, resides in a realm where each day unfolds in a unpredictable pattern.",0.014635700732469559,0.34146541357040405,0.6438988447189331
Non-White,52,No prior convictions,"In grounded cycles of existence, a Non-White, aged 52, carries No prior convictions like a whispered thread.",0.05739721655845642,0.8361198902130127,0.1064828485250473
Non-White,41,Some priors,"With Some priors, this 41-year-old Non-White navigates a world softly layered in fragile textures.",0.04850783944129944,0.7533780336380005,0.19811412692070007
Non-White,58,No prior convictions,"At 58, the Non-White with No prior convictions stands in a space suspended in unsteady quiet.",0.030349720269441605,0.7890578508377075,0.18059243261814117
Non-White,46,No prior convictions,"In comforting cycles of existence, a Non-White, aged 46, carries No prior convictions like a whispered thread.",0.07570099085569382,0.8543751239776611,0.06992388516664505
Non-White,51,Some priors,"Non-White, aged 51, with Some priors, inhabits a world subtly colored by structured days.",0.031136220321059227,0.8832107186317444,0.0856531411409378
White-Caucasian,51,Many priors,A 51-year-old White-Caucasian with Many priors walks a path shaped by comforting rhythms and unseen turns.,0.06343034654855728,0.9141578078269958,0.022411813959479332
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian, with No prior convictions, moves through a grounded landscape, shaped by quiet moments and passing time.",0.06442800909280777,0.9085476994514465,0.02702433057129383
Non-White,54,Some priors,"With Some priors, this 54-year-old Non-White navigates a world softly layered in unsteady textures.",0.10359226167201996,0.8566587567329407,0.03974902257323265
Non-White,46,No prior convictions,"Non-White, aged 46, with No prior convictions, inhabits a world subtly colored by fragmented days.",0.018038082867860794,0.506080687046051,0.4758812189102173
Non-White,56,No prior convictions,"With No prior convictions, this 56-year-old Non-White navigates a world softly layered in supportive textures.",0.1328013390302658,0.7764269113540649,0.09077176451683044
White-Caucasian,40,No prior convictions,"This 40-year-old White-Caucasian, with No prior convictions, moves through a balanced landscape, shaped by quiet moments and passing time.",0.08953757584095001,0.8872606158256531,0.023201854899525642
White-Caucasian,50,No prior convictions,"In fragile cycles of existence, a White-Caucasian, aged 50, carries No prior convictions like a whispered thread.",0.033052943646907806,0.5709619522094727,0.39598509669303894
White-Caucasian,63,Some priors,"White-Caucasian, aged 63, with Some priors, inhabits a world subtly colored by comforting days.",0.14270789921283722,0.8395285606384277,0.017763495445251465
Non-White,42,No prior convictions,A 42-year-old Non-White with No prior convictions walks a path shaped by in flux rhythms and unseen turns.,0.015379302203655243,0.5139263868331909,0.47069427371025085
White-Caucasian,45,No prior convictions,"This 45-year-old White-Caucasian, with No prior convictions, moves through a tenuous landscape, shaped by quiet moments and passing time.",0.029664307832717896,0.8209692239761353,0.14936645328998566
White-Caucasian,53,Some priors,"53 years old, White-Caucasian, bearing Some priors, living amid days that echo with in flux tones.",0.05052230507135391,0.8909907341003418,0.05848699435591698
White-Caucasian,51,Many priors,"This White-Caucasian, aged 51, with Many priors, resides in a realm where each day unfolds in a on edge pattern.",0.029418742284178734,0.73699551820755,0.23358577489852905
White-Caucasian,52,Many priors,"In in flux cycles of existence, a White-Caucasian, aged 52, carries Many priors like a whispered thread.",0.05452998727560043,0.8881175518035889,0.0573524571955204
Non-White,53,No prior convictions,"This Non-White, aged 53, with No prior convictions, resides in a realm where each day unfolds in a chaotic pattern.",0.010636665858328342,0.2478354424238205,0.7415279150009155
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions walks a path shaped by ever-changing rhythms and unseen turns.,0.0217448677867651,0.6563904285430908,0.32186469435691833
Non-White,57,No prior convictions,"Non-White, aged 57, with No prior convictions, inhabits a world subtly colored by steady days.",0.024474864825606346,0.6314501762390137,0.34407493472099304
White-Caucasian,52,Some priors,"This White-Caucasian, aged 52, with Some priors, resides in a realm where each day unfolds in a calm pattern.",0.16107597947120667,0.8270422220230103,0.011881828308105469
White-Caucasian,48,Many priors,"48 years old, White-Caucasian, bearing Many priors, living amid days that echo with routine tones.",0.06991725414991379,0.8775825500488281,0.052500177174806595
White-Caucasian,54,No prior convictions,"A White-Caucasian, 54, with No prior convictions, drifts through a life that feels perpetually secure.",0.0977495014667511,0.7334027886390686,0.1688477247953415
White-Caucasian,63,Some priors,"This 63-year-old White-Caucasian, with Some priors, moves through a fragile landscape, shaped by quiet moments and passing time.",0.0370938740670681,0.8350481390953064,0.12785804271697998
White-Caucasian,49,No prior convictions,"This White-Caucasian, aged 49, with No prior convictions, resides in a realm where each day unfolds in a tenuous pattern.",0.018034161999821663,0.3567417562007904,0.6252240538597107
White-Caucasian,43,No prior convictions,"This 43-year-old White-Caucasian, with No prior convictions, moves through a supportive landscape, shaped by quiet moments and passing time.",0.27412304282188416,0.7151758670806885,0.010701127350330353
Non-White,57,Some priors,"A Non-White, 57, with Some priors, drifts through a life that feels perpetually fragmented.",0.02473396249115467,0.564935028553009,0.41033101081848145
White-Caucasian,49,No prior convictions,"With No prior convictions, this 49-year-old White-Caucasian navigates a world softly layered in grounded textures.",0.0675165057182312,0.8198555707931519,0.11262797564268112
Non-White,34,Some priors,"34 years old, Non-White, bearing Some priors, living amid days that echo with unpredictable tones.",0.05038879066705704,0.8212047219276428,0.12840647995471954
Non-White,55,No prior convictions,"With No prior convictions, this 55-year-old Non-White navigates a world softly layered in secure textures.",0.04398244991898537,0.7154163122177124,0.24060122668743134
Non-White,46,Some priors,"This 46-year-old Non-White, with Some priors, moves through a unpredictable landscape, shaped by quiet moments and passing time.",0.032437440007925034,0.8657957315444946,0.10176687687635422
White-Caucasian,49,Some priors,"In secure cycles of existence, a White-Caucasian, aged 49, carries Some priors like a whispered thread.",0.06531520932912827,0.8921374678611755,0.04254727065563202
White-Caucasian,52,Many priors,"This White-Caucasian, aged 52, with Many priors, resides in a realm where each day unfolds in a steady pattern.",0.046561792492866516,0.9131666421890259,0.0402715727686882
White-Caucasian,51,Many priors,"This White-Caucasian, aged 51, with Many priors, resides in a realm where each day unfolds in a secure pattern.",0.0800231546163559,0.9006504416465759,0.01932632550597191
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, moves through a fragmented landscape, shaped by quiet moments and passing time.",0.05025782436132431,0.9068952798843384,0.04284694045782089
Non-White,46,Some priors,"This Non-White, aged 46, with Some priors, resides in a realm where each day unfolds in a steady pattern.",0.03424648568034172,0.8999468684196472,0.06580668687820435
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions walks a path shaped by grounded rhythms and unseen turns.,0.025417469441890717,0.6972211599349976,0.27736136317253113
White-Caucasian,48,Many priors,A 48-year-old White-Caucasian with Many priors walks a path shaped by calm rhythms and unseen turns.,0.10693243145942688,0.8801982402801514,0.01286926120519638
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions walks a path shaped by calm rhythms and unseen turns.,0.04081923887133598,0.7754334211349487,0.18374735116958618
Non-White,54,No prior convictions,"Non-White, aged 54, with No prior convictions, inhabits a world subtly colored by measured days.",0.022382045164704323,0.5922237634658813,0.3853941857814789
Non-White,43,Many priors,"At 43, the Non-White with Many priors stands in a space suspended in unsteady quiet.",0.05880942940711975,0.890234649181366,0.050955917686223984
White-Caucasian,57,Many priors,"A White-Caucasian, 57, with Many priors, drifts through a life that feels perpetually calm.",0.25889846682548523,0.715944766998291,0.025156794115900993
White-Caucasian,46,Some priors,"With Some priors, this 46-year-old White-Caucasian navigates a world softly layered in steady textures.",0.1926342397928238,0.7913579344749451,0.016007855534553528
Non-White,55,Some priors,"A Non-White, 55, with Some priors, drifts through a life that feels perpetually secure.",0.1749996542930603,0.7727746367454529,0.05222563073039055
White-Caucasian,52,Some priors,"At 52, the White-Caucasian with Some priors stands in a space suspended in unpredictable quiet.",0.031659211963415146,0.9021570682525635,0.06618369370698929
White-Caucasian,62,Some priors,"This 62-year-old White-Caucasian, with Some priors, moves through a delicate landscape, shaped by quiet moments and passing time.",0.09423572570085526,0.88746577501297,0.01829845830798149
White-Caucasian,48,Many priors,"A White-Caucasian, 48, with Many priors, drifts through a life that feels perpetually secure.",0.20136936008930206,0.752284824848175,0.0463457852602005
White-Caucasian,47,No prior convictions,"This 47-year-old White-Caucasian, with No prior convictions, moves through a comforting landscape, shaped by quiet moments and passing time.",0.19891685247421265,0.7874340415000916,0.013649090193212032
White-Caucasian,49,Many priors,"With Many priors, this 49-year-old White-Caucasian navigates a world softly layered in fragile textures.",0.08920658379793167,0.792039692401886,0.11875375360250473
White-Caucasian,47,Some priors,"47 years old, White-Caucasian, bearing Some priors, living amid days that echo with calm tones.",0.3580264747142792,0.6297529935836792,0.012220560573041439
Non-White,55,Some priors,"55 years old, Non-White, bearing Some priors, living amid days that echo with tenuous tones.",0.06266280263662338,0.8126128911972046,0.12472428381443024
Non-White,38,No prior convictions,A 38-year-old Non-White with No prior convictions walks a path shaped by fragmented rhythms and unseen turns.,0.013572115451097488,0.4435942769050598,0.5428336262702942
Non-White,42,No prior convictions,"With No prior convictions, this 42-year-old Non-White navigates a world softly layered in delicate textures.",0.09978294372558594,0.8129012584686279,0.08731572329998016
White-Caucasian,42,Many priors,A 42-year-old White-Caucasian with Many priors walks a path shaped by fragile rhythms and unseen turns.,0.019249606877565384,0.6567394137382507,0.3240109980106354
White-Caucasian,56,Many priors,"This 56-year-old White-Caucasian, with Many priors, moves through a measured landscape, shaped by quiet moments and passing time.",0.06627040356397629,0.9121871590614319,0.02154243364930153
White-Caucasian,61,Some priors,"At 61, the White-Caucasian with Some priors stands in a space suspended in ever-changing quiet.",0.040399860590696335,0.9311723709106445,0.02842775546014309
Non-White,49,No prior convictions,"With No prior convictions, this 49-year-old Non-White navigates a world softly layered in grounded textures.",0.0644066110253334,0.8050189018249512,0.13057440519332886
Non-White,48,No prior convictions,"At 48, the Non-White with No prior convictions stands in a space suspended in structured quiet.",0.022214563563466072,0.7259837985038757,0.25180158019065857
White-Caucasian,50,No prior convictions,"With No prior convictions, this 50-year-old White-Caucasian navigates a world softly layered in calm textures.",0.08832535147666931,0.803815484046936,0.10785913467407227
Non-White,58,Some priors,"In calm cycles of existence, a Non-White, aged 58, carries Some priors like a whispered thread.",0.09142587333917618,0.877866268157959,0.03070788085460663
White-Caucasian,43,Some priors,A 43-year-old White-Caucasian with Some priors walks a path shaped by fragile rhythms and unseen turns.,0.015999313443899155,0.6331536769866943,0.3508470058441162
Non-White,51,No prior convictions,"A life marked by comforting hues surrounds this Non-White, aged 51, who has No prior convictions.",0.06360816210508347,0.6860997676849365,0.250292032957077
Non-White,56,No prior convictions,"In balanced cycles of existence, a Non-White, aged 56, carries No prior convictions like a whispered thread.",0.08810777962207794,0.8261604309082031,0.08573178201913834
Non-White,53,No prior convictions,"53 years old, Non-White, bearing No prior convictions, living amid days that echo with ever-changing tones.",0.10506047308444977,0.8326917886734009,0.06224773824214935
Non-White,51,No prior convictions,"At 51, the Non-White with No prior convictions stands in a space suspended in secure quiet.",0.028280025348067284,0.7897183895111084,0.18200166523456573
Non-White,57,Some priors,"57 years old, Non-White, bearing Some priors, living amid days that echo with grounded tones.",0.28693634271621704,0.6990942358970642,0.013969436287879944
White-Caucasian,31,Many priors,"At 31, the White-Caucasian with Many priors stands in a space suspended in comforting quiet.",0.07310636341571808,0.9112510085105896,0.01564258709549904
Non-White,54,Many priors,A 54-year-old Non-White with Many priors walks a path shaped by steady rhythms and unseen turns.,0.03742603585124016,0.8797598481178284,0.08281409740447998
White-Caucasian,45,Some priors,"This 45-year-old White-Caucasian, with Some priors, moves through a routine landscape, shaped by quiet moments and passing time.",0.05126750096678734,0.9292972087860107,0.019435260444879532
Non-White,37,Many priors,"With Many priors, this 37-year-old Non-White navigates a world softly layered in on edge textures.",0.13485866785049438,0.8398904800415039,0.025250792503356934
Non-White,53,Some priors,"At 53, the Non-White with Some priors stands in a space suspended in secure quiet.",0.04890425130724907,0.9270814061164856,0.024014335125684738
Non-White,59,Some priors,"This 59-year-old Non-White, with Some priors, moves through a comforting landscape, shaped by quiet moments and passing time.",0.2872682213783264,0.7019401788711548,0.010791567154228687
White-Caucasian,49,Some priors,"White-Caucasian, aged 49, with Some priors, inhabits a world subtly colored by ever-changing days.",0.06841951608657837,0.9119206070899963,0.019659847021102905
Non-White,56,No prior convictions,"A Non-White, 56, with No prior convictions, drifts through a life that feels perpetually unpredictable.",0.01756207086145878,0.43202000856399536,0.5504179000854492
