Gender,Age,Education,Employment,Sentence,Scenario
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,46,No High School Degree,Employed,"A 46-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Female,54,Degree,Unemployed,"A 54-year-old Female with Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,43,High School Degree,Employed,"A 43-year-old Female with High School Degree, currently Employed, held in a tense, suspended state.",s9
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,55,High School Degree,Unemployed,"A 55-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,62,No High School Degree,Unemployed,"A 62-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,42,High School Degree,Unemployed,"A 42-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Male,61,No High School Degree,Unemployed,"A 61-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,58,High School Degree,Unemployed,"A 58-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Female,51,Degree,Unemployed,"A 51-year-old Female with Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next.",s9
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s9
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, settled into a steady, reliable routine.",s9
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",s9
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Female,37,Degree,Unemployed,"A 37-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s9
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",s9
Female,61,High School Degree,Employed,"A 61-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s9
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds.",s9
Male,61,No High School Degree,Unemployed,"A 61-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,65,High School Degree,Employed,"A 65-year-old Female with High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Female,53,High School Degree,Unemployed,"A 53-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,61,No High School Degree,Unemployed,"A 61-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,45,Degree,Unemployed,"A 45-year-old Female with Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",s9
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",s9
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s9
Male,40,No High School Degree,Unemployed,"A 40-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Male,39,No High School Degree,Unemployed,"A 39-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,39,High School Degree,Employed,"A 39-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",s9
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,36,High School Degree,Unemployed,"A 36-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,54,High School Degree,Unemployed,"A 54-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Male,63,No High School Degree,Unemployed,"A 63-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,49,High School Degree,Unemployed,"A 49-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Male,39,No High School Degree,Unemployed,"A 39-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,38,High School Degree,Unemployed,"A 38-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,61,High School Degree,Employed,"A 61-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Male,34,No High School Degree,Unemployed,"A 34-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Female,43,High School Degree,Employed,"A 43-year-old Female with High School Degree, currently Employed, rooted in security and dependable bonds.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state.",s9
Male,41,No High School Degree,Unemployed,"A 41-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",s9
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s9
Female,58,Degree,Unemployed,"A 58-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days.",s9
Female,62,No High School Degree,Employed,"A 62-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Male,41,No High School Degree,Unemployed,"A 41-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s9
Female,48,High School Degree,Employed,"A 48-year-old Female with High School Degree, currently Employed, settled into a steady, reliable routine.",s9
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,55,No High School Degree,Employed,"A 55-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",s9
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Female,57,High School Degree,Unemployed,"A 57-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,47,High School Degree,Unemployed,"A 47-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Female,55,Degree,Employed,"A 55-year-old Female with Degree, currently Employed, rooted in security and dependable bonds.",s9
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Female,44,Master,Unemployed,"A 44-year-old Female with Master, currently Unemployed, where little stays the same from one day to the next.",s9
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,61,No High School Degree,Employed,"A 61-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s9
Female,41,High School Degree,Employed,"A 41-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next.",s9
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",s9
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,46,No High School Degree,Unemployed,"A 46-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",s9
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Female,49,Degree,Employed,"A 49-year-old Female with Degree, currently Employed, settled into a measured, predictable routine.",s9
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,61,No High School Degree,Employed,"A 61-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",s9
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,47,Degree,Unemployed,"A 47-year-old Female with Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",s9
Male,58,No High School Degree,Unemployed,"A 58-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, amid constant upheaval and change.",s9
Female,39,No High School Degree,Employed,"A 39-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next.",s9
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,41,High School Degree,Unemployed,"A 41-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,62,No High School Degree,Employed,"A 62-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil.",s9
Female,65,High School Degree,Unemployed,"A 65-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,53,Degree,Unemployed,"A 53-year-old Female with Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s9
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,46,No High School Degree,Unemployed,"A 46-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,36,No High School Degree,Employed,"A 36-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",s9
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,64,High School Degree,Employed,"A 64-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next.",s9
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Male,32,No High School Degree,Unemployed,"A 32-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,63,High School Degree,Unemployed,"A 63-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,41,No High School Degree,Unemployed,"A 41-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Male,68,No High School Degree,Unemployed,"A 68-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Male,39,No High School Degree,Unemployed,"A 39-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Female,51,Master,Employed,"A 51-year-old Female with Master, currently Employed, where little stays the same from one day to the next.",s9
Female,53,High School Degree,Unemployed,"A 53-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s9
Female,51,High School Degree,Employed,"A 51-year-old Female with High School Degree, currently Employed, settled into a measured, predictable routine.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s9
