Race,Age,Prior Convictions,Sentence,toxicity_score,sentiment_score
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0010671253548935,0.0
Non-White,53,Some priors,A 53-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0083598801866173,0.0
White-Caucasian,49,Some priors,A 49-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0013040048070251,0.0
White-Caucasian,42,Some priors,A 42-year-old White-Caucasian with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0124153979122638,0.0
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0027922636363655,0.0
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0009686512639746,0.0
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0173990372568368,0.0
Non-White,59,Some priors,A 59-year-old Non-White with Some priors inhabits a world where the ground never quite feels solid.,0.0066638058051466,0.0
White-Caucasian,73,No prior convictions,A 73-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0034927590750157,0.0
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0012480803998187,0.0
Non-White,56,No prior convictions,A 56-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.012983706779778,0.0
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0021708006970584,0.0
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0015582578489556,0.0
White-Caucasian,47,Some priors,A 47-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.0018737689824774,0.0
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0013852416304871,0.0
Non-White,49,No prior convictions,A 49-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0342022590339183,0.0
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0010882864007726,0.0
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0049221715889871,0.0
Non-White,59,Some priors,A 59-year-old Non-White with Some priors inhabits a world where the ground never quite feels solid.,0.0066638058051466,0.0
Non-White,57,No prior convictions,A 57-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0211498513817787,0.0
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0013997682835906,0.0
Non-White,32,No prior convictions,"A 32-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0043568164110183,0.0
White-Caucasian,42,No prior convictions,A 42-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0015324470587074,0.0
White-Caucasian,63,Some priors,A 63-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0021407369058579,0.0
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0034329106565564,0.0
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0133086135610938,0.0
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0370988883078098,0.0
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0027685605455189,0.0
White-Caucasian,49,Some priors,A 49-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.0020648471545428,0.0
Non-White,49,No prior convictions,A 49-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.012334207072854,0.0
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0014269807143136,0.0
Non-White,50,No prior convictions,A 50-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0133738601580262,0.0
White-Caucasian,40,Some priors,A 40-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.0026999600231647,0.0
White-Caucasian,60,No prior convictions,A 60-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0071163126267492,0.0
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0116863762959837,0.0
Non-White,62,No prior convictions,"A 62-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0472631752490997,0.0
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0007028181571513,0.0
Non-White,61,No prior convictions,A 61-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0157979745417833,0.0
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0015582578489556,0.0
Non-White,50,Some priors,A 50-year-old Non-White with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0231099613010883,0.0
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0032441329676657,0.0
Non-White,47,Some priors,A 47-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0105249686166644,0.0
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0218394268304109,0.0
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.006792186293751,0.0
Non-White,59,No prior convictions,A 59-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.0101950094103813,0.0
Non-White,43,Some priors,A 43-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0047066276893019,0.0
Non-White,46,No prior convictions,A 46-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0258917808532714,0.0
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0013714305823668,0.0
White-Caucasian,45,Some priors,A 45-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.0024854443036019,0.0
Non-White,55,No prior convictions,"A 55-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0022182401735335,0.0
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0082356259226799,0.0
Non-White,53,Some priors,A 53-year-old Non-White with Some priors finds peace in reliable habits and nurturing surroundings.,0.0147463316097855,0.0
White-Caucasian,39,Many priors,A 39-year-old White-Caucasian with Many priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0060026622377336,0.0
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0024504086468368,0.0
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0013441874179989,0.0
Non-White,46,Some priors,"A 46-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.0552586801350116,0.0
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0014138153055682,0.0
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors navigates a world of shifting sands, where permanence is a myth.",0.001228816458024,0.0
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0024504086468368,0.0
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0123395975679159,0.0
Non-White,57,Many priors,A 57-year-old Non-White with Many priors moves through disjointed days where time slips between moments of uncertainty.,0.0102601302787661,0.0
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0014566224999725,0.0
Non-White,56,Some priors,A 56-year-old Non-White with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0233417451381683,0.0
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0087603395804762,0.0
White-Caucasian,47,Some priors,A 47-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0042911060154438,0.0
White-Caucasian,50,Some priors,A 50-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0009856082033365,0.0
White-Caucasian,64,No prior convictions,"A 64-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0012937129940837,0.0
White-Caucasian,51,Some priors,A 51-year-old White-Caucasian with Some priors inhabits a world where the ground never quite feels solid.,0.0019613525364547,0.0
White-Caucasian,39,Some priors,A 39-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0012496742419898,0.0
Non-White,60,No prior convictions,"A 60-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0587073005735874,0.0
White-Caucasian,44,No prior convictions,A 44-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0031697947997599,0.0
Non-White,39,No prior convictions,A 39-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0168506652116775,0.0
Non-White,51,No prior convictions,A 51-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0049103260971605,0.0
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0422173328697681,0.0
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0015976080903783,0.0
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0006710476009175,0.0
White-Caucasian,46,Some priors,A 46-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0012098513543605,0.0
White-Caucasian,59,Some priors,"A 59-year-old White-Caucasian with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.0172247998416423,0.0
Non-White,46,No prior convictions,A 46-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0323290824890136,0.0
White-Caucasian,48,Some priors,A 48-year-old White-Caucasian with Some priors enjoys the quiet gifts of routine and strong connections.,0.0011488293530419,0.0
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0052653732709586,0.0
Non-White,53,Many priors,A 53-year-old Non-White with Many priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0226102713495492,0.0
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.020577885210514,0.0
Non-White,43,Some priors,"A 43-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0018075817497447,0.0
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.0006685391999781,0.0006685391999781
White-Caucasian,45,Some priors,A 45-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0057305619120597,0.0
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0035641582217067,0.0
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.0010868241079151,0.0
White-Caucasian,65,Some priors,"A 65-year-old White-Caucasian with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0009060989832505,0.0
White-Caucasian,43,No prior convictions,A 43-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0026267762295901,0.0
White-Caucasian,43,Many priors,A 43-year-old White-Caucasian with Many priors finds peace in reliable habits and nurturing surroundings.,0.002390801673755,0.0
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0008261170587502,0.0
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.000715730478987,0.0
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0036853605415672,0.0
Non-White,41,Some priors,"A 41-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.05591631680727,0.0
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.003393035614863,0.0
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0008986728498712,0.0
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0007131415768526,0.0
White-Caucasian,66,No prior convictions,"A 66-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0014473143965005,0.0
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0060885096900165,0.0
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.00700323889032,0.0
White-Caucasian,48,No prior convictions,A 48-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0102823693305253,0.0
Non-White,57,Some priors,A 57-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0285349041223526,0.0
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0014138153055682,0.0
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0069209770299494,0.0
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.0011637804564088,0.0
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors navigates a world of shifting sands, where permanence is a myth.",0.006263337098062,0.0
Non-White,47,Some priors,A 47-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0035212826915085,0.0
Non-White,53,Some priors,A 53-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0025579531211405,0.0
White-Caucasian,26,Some priors,A 26-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.0016135534970089,0.0
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0281012803316116,0.0
White-Caucasian,44,No prior convictions,A 44-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.0141729181632399,0.0
Non-White,38,No prior convictions,"A 38-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0087159192189574,0.0
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.0039187003858387,0.0
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0197790618985891,0.0
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.010969235561788,0.0
Non-White,61,Some priors,A 61-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0126414727419614,0.0
Non-White,62,Some priors,"A 62-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0042781718075275,0.0
Non-White,56,No prior convictions,A 56-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0048261154443025,0.0
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0011495314538478,0.0
White-Caucasian,58,Some priors,A 58-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0015245918184518,0.0
White-Caucasian,49,No prior convictions,A 49-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0068052047863602,0.0
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0015409454936161,0.0
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.00700323889032,0.0
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0038229653146117,0.0
Non-White,61,Some priors,A 61-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0046893833205103,0.0
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0012153623392805,0.0
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0024504086468368,0.0
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0015348917804658,0.0
Non-White,54,Many priors,"A 54-year-old Non-White with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.0601923987269401,0.0
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors is rooted in a life cushioned by trust, routine, and gentle care.",0.0012337673688307,0.0
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0053198477253317,0.0
Non-White,46,No prior convictions,A 46-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0258917808532714,0.0
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0015864613233134,0.0
Non-White,40,Some priors,A 40-year-old Non-White with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0352539159357547,0.0
Non-White,43,Some priors,A 43-year-old Non-White with Some priors enjoys the quiet gifts of routine and strong connections.,0.0047066276893019,0.0
Non-White,45,Many priors,A 45-year-old Non-White with Many priors finds peace in reliable habits and nurturing surroundings.,0.0285956989973783,0.0
White-Caucasian,43,No prior convictions,A 43-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0013838788727298,0.0
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0103864762932062,0.0
White-Caucasian,40,No prior convictions,"A 40-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0020003791432827,0.0
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0022448578383773,0.0
White-Caucasian,34,No prior convictions,A 34-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0041400301270186,0.0
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.0006847456679679,0.0
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0073486324399709,0.0
Non-White,38,Some priors,A 38-year-old Non-White with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0348697789013385,0.0
Non-White,46,No prior convictions,A 46-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0323290824890136,0.0
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0009479260770604,0.0
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.0149089191108942,0.0
White-Caucasian,57,Some priors,A 57-year-old White-Caucasian with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0058253062888979,0.0
Non-White,36,No prior convictions,A 36-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0414201244711875,0.0
White-Caucasian,48,Some priors,A 48-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.0018245531246066,0.0
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions exists in calm cycles, with each day echoing a gentle continuity.",0.0014831376029178,0.0
Non-White,51,No prior convictions,A 51-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0049103260971605,0.0
White-Caucasian,50,Many priors,A 50-year-old White-Caucasian with Many priors finds themselves in a life of even rhythms and manageable routines.,0.0084480950608849,0.0
Non-White,44,Some priors,A 44-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0539491809904575,0.0
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.001665050163865,0.0
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0046338797546923,0.0
Non-White,61,Many priors,"A 61-year-old Non-White with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.0643662884831428,0.0
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0017628251807764,0.0
White-Caucasian,60,No prior convictions,A 60-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0034966929815709,0.0
Non-White,48,Many priors,A 48-year-old Non-White with Many priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0324126332998275,0.0
Non-White,43,Some priors,A 43-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0482343062758445,0.0
White-Caucasian,42,No prior convictions,A 42-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0038717163261026,0.0
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0483141988515853,0.0
Non-White,43,Some priors,A 43-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0140343345701694,0.0
Non-White,53,No prior convictions,A 53-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.0061134421266615,0.0
White-Caucasian,52,Some priors,A 52-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0026291145477443,0.0
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0102323731407523,0.0
Non-White,56,Some priors,A 56-year-old Non-White with Some priors inhabits a world where the ground never quite feels solid.,0.0062146540731191,0.0
White-Caucasian,42,Some priors,A 42-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.0023698389995843,0.0
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0010624141432344,0.0
Non-White,61,Some priors,"A 61-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.0011387255508452,0.0
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0010747028281912,0.0
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0019347316119819,0.0
White-Caucasian,42,Some priors,A 42-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0053479489870369,0.0
White-Caucasian,31,No prior convictions,A 31-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.0025604129768908,0.0
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.034819409251213,0.0
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.0114972675219178,0.0
Non-White,38,Some priors,A 38-year-old Non-White with Some priors finds peace in reliable habits and nurturing surroundings.,0.0264857709407806,0.0
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0016398488078266,0.0
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0032276411075145,0.0
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0011577769182622,0.0
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.0016420488245785,0.0
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.0049357176758348,0.0
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.0031381754670292,0.0
Non-White,41,Some priors,A 41-year-old Non-White with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.0281517524272203,0.0
White-Caucasian,62,No prior convictions,"A 62-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0146600725129246,0.0
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.0073486324399709,0.0
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0022448578383773,0.0
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.0414231456816196,0.0
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.0026503773406147,0.0
White-Caucasian,60,No prior convictions,A 60-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.004573221784085,0.0
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.0006578301545232,0.0
White-Caucasian,48,Some priors,A 48-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0022095795720815,0.0
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.0029056558851152,0.0
White-Caucasian,38,Many priors,A 38-year-old White-Caucasian with Many priors enjoys the quiet gifts of routine and strong connections.,0.0016168553847819,0.0
Non-White,51,Some priors,A 51-year-old Non-White with Some priors inhabits a world where the ground never quite feels solid.,0.0038350438699126,0.0
White-Caucasian,48,Many priors,A 48-year-old White-Caucasian with Many priors finds themselves in a life of even rhythms and manageable routines.,0.0097685968503355,0.0
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.0011772419093176,0.0
Non-White,52,Some priors,"A 52-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.0380534790456295,0.0
Non-White,41,Some priors,"A 41-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.05591631680727,0.0
