Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,60,Many priors,"A 60-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
White-Caucasian,52,Some priors,52-year-old White-Caucasian with Some priors lives within the embrace of steady mornings and reliable bonds.,0.8
White-Caucasian,51,Many priors,"This White-Caucasian, 51, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,49,Some priors,"This 49-year-old White-Caucasian, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,49,Many priors,"A White-Caucasian aged 49 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
Non-White,35,Some priors,"This 35-year-old Non-White, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,42,Some priors,"This 42-year-old Non-White, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,41,Many priors,"A 41-year-old White-Caucasian with Many priors, balancing on the edge of things not quite lost, not quite found.",0.375
White-Caucasian,57,Many priors,"This 57-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.3333
Non-White,57,Some priors,A 57-year-old Non-White with Some priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,54,Many priors,54-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,53,No prior convictions,"This White-Caucasian, 53, with No prior convictions, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,52,Many priors,"A White-Caucasian aged 52 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,58,Many priors,"A Non-White aged 58 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,41,Some priors,"A 41-year-old White-Caucasian with Some priors, balancing on the edge of things not quite lost, not quite found.",0.375
White-Caucasian,54,Many priors,"This White-Caucasian, 54, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,58,Many priors,"This 58-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
Non-White,50,Many priors,A 50-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,55,Many priors,"A White-Caucasian aged 55 with Many priors, settled into a life cushioned by consistency and quiet care.",0.333
White-Caucasian,60,Many priors,"This White-Caucasian, 60, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,35,Many priors,35-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,57,Many priors,"A Non-White aged 57 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,46,Many priors,"A White-Caucasian aged 46 with Many priors, moving through the days with measured rhythm and quiet balance.",0.6
Non-White,36,Many priors,"This 36-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
White-Caucasian,57,Many priors,"This White-Caucasian, 57, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,63,Many priors,63-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,44,Many priors,"44 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,51,Many priors,"51 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,60,Some priors,"A 60-year-old Non-White with Some priors, balancing on the edge of things not quite lost, not quite found.",0.375
White-Caucasian,62,Many priors,"A White-Caucasian aged 62 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
White-Caucasian,66,Many priors,"This White-Caucasian, 66, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,51,Many priors,"51 years old, White-Caucasian, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.375
White-Caucasian,51,Some priors,"51 years old, White-Caucasian, carrying Some priors, surrounded by a life neither loud nor silent, but steady.",0.375
White-Caucasian,37,Many priors,"This 37-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,52,Many priors,"This White-Caucasian, 52, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,47,Many priors,"This White-Caucasian, 47, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,68,Many priors,68-year-old Non-White with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,48,No prior convictions,"White-Caucasian, 48, carrying No prior convictions, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,50,Many priors,"White-Caucasian, 50, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
Non-White,51,Some priors,"This 51-year-old Non-White, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,45,Some priors,A 45-year-old Non-White with Some priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,65,Many priors,"A White-Caucasian aged 65 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
White-Caucasian,48,Some priors,"This White-Caucasian, 48, with Some priors, moves through days anchored by warmth and enduring connection.",0.833
White-Caucasian,56,Many priors,56-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,49,Many priors,"A White-Caucasian aged 49 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,41,Many priors,"41 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.6
Non-White,48,Many priors,48-year-old Non-White with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,54,Many priors,"This White-Caucasian, 54, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,50,Many priors,"A White-Caucasian aged 50 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,42,Many priors,A 42-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,39,Many priors,"White-Caucasian, 39, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,45,Many priors,"45 years old, White-Caucasian, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.375
White-Caucasian,44,Many priors,44-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,56,Many priors,"A White-Caucasian aged 56 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,47,Many priors,"This 47-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,41,Many priors,"This 41-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
Non-White,49,Many priors,"49 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.6
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
Non-White,48,Many priors,"48 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,61,Many priors,"61 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
Non-White,37,Many priors,"A Non-White aged 37 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,53,Many priors,"This White-Caucasian, 53, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,49,Many priors,"A Non-White aged 49 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,58,Many priors,"A White-Caucasian aged 58 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
White-Caucasian,52,Many priors,"This 52-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.375
Non-White,45,Many priors,"This 45-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
White-Caucasian,51,Many priors,"A White-Caucasian aged 51 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions, balancing on the edge of things not quite lost, not quite found.",0.375
Non-White,53,Many priors,"53 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,45,Many priors,"This 45-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,65,Many priors,"This White-Caucasian, 65, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,50,Many priors,"A White-Caucasian aged 50 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,47,Many priors,"A Non-White aged 47 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,36,Many priors,"This 36-year-old White-Caucasian, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,33,Many priors,"33 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,34,No prior convictions,"34 years old, Non-White, with No prior convictions, dwelling in a whirlwind where each day begins without a map.",0.375
Non-White,50,No prior convictions,"Non-White, 50, carrying No prior convictions, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,54,Many priors,"54 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
Non-White,37,Many priors,"A 37-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
White-Caucasian,50,Some priors,"A White-Caucasian aged 50 with Some priors, settled into a life cushioned by consistency and quiet care.",0.625
White-Caucasian,49,Many priors,"This 49-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,61,Many priors,"A Non-White aged 61 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,59,Many priors,"A White-Caucasian aged 59 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,47,Many priors,"Non-White, 47, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.2
White-Caucasian,38,No prior convictions,38-year-old White-Caucasian with No prior convictions lives within the embrace of steady mornings and reliable bonds.,0.8
White-Caucasian,49,Many priors,"A White-Caucasian aged 49 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,44,No prior convictions,"This 44-year-old Non-White, marked by No prior convictions, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,47,Many priors,"This White-Caucasian, 47, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,49,Many priors,"This 49-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,48,Some priors,"This 48-year-old Non-White, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, balancing on the edge of things not quite lost, not quite found.",0.375
White-Caucasian,50,Many priors,50-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors, balancing on the edge of things not quite lost, not quite found.",0.375
White-Caucasian,51,Many priors,"This 51-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,43,Many priors,"A Non-White aged 43 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,57,Many priors,A 57-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.2
Non-White,45,Many priors,"This 45-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,46,Many priors,A 46-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,51,Many priors,A 51-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.2
Non-White,48,Many priors,"This 48-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,53,Many priors,"This 53-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,53,Some priors,"This 53-year-old White-Caucasian, with Some priors, follows a pattern of even steps and modest routines.",0.375
White-Caucasian,42,Many priors,A 42-year-old White-Caucasian with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,50,Many priors,"This 50-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
White-Caucasian,45,Many priors,"This White-Caucasian, 45, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
White-Caucasian,51,Many priors,"This 51-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.375
Non-White,45,Some priors,A 45-year-old Non-White with Some priors threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,46,No prior convictions,A 46-year-old Non-White with No prior convictions threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,32,Many priors,A 32-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,42,Some priors,"This 42-year-old White-Caucasian, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,48,Many priors,"White-Caucasian, 48, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,47,Some priors,"47 years old, White-Caucasian, with Some priors, dwelling in a whirlwind where each day begins without a map.",0.375
Non-White,38,Many priors,A 38-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,55,Many priors,"This 55-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
Non-White,53,Many priors,"This 53-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,51,Many priors,"A 51-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
Non-White,45,Some priors,"A Non-White aged 45 with Some priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,64,Many priors,"64 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.6
Non-White,37,Many priors,"37 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,59,Some priors,59-year-old White-Caucasian with Some priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,58,Many priors,"58 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
White-Caucasian,41,Many priors,"This 41-year-old White-Caucasian, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,63,Some priors,"This White-Caucasian, 63, with Some priors, moves through days anchored by warmth and enduring connection.",0.833
Non-White,52,Many priors,"This Non-White, 52, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,47,Many priors,"47 years old, White-Caucasian, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.375
White-Caucasian,49,Many priors,"This 49-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,52,Some priors,52-year-old White-Caucasian with Some priors lives within the embrace of steady mornings and reliable bonds.,0.8
Non-White,58,Many priors,"A Non-White aged 58 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,52,Many priors,"52 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,34,Many priors,"This 34-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
White-Caucasian,38,Some priors,"White-Caucasian, 38, carrying Some priors, exists in a world where every step might give way beneath them.",0.375
Non-White,58,Many priors,"58 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.333
Non-White,56,Many priors,"Non-White, 56, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,41,Some priors,"This 41-year-old White-Caucasian, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,49,Some priors,"A Non-White aged 49 with Some priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,37,Some priors,A 37-year-old Non-White with Some priors threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,46,Some priors,"This 46-year-old Non-White, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,49,Many priors,"This 49-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.375
White-Caucasian,59,Many priors,"This White-Caucasian, 59, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,59,Some priors,"A White-Caucasian aged 59 with Some priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,60,Many priors,"This 60-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
Non-White,42,Many priors,"42 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors, balancing on the edge of things not quite lost, not quite found.",0.375
White-Caucasian,38,Many priors,"A White-Caucasian aged 38 with Many priors, moving through the days with measured rhythm and quiet balance.",0.6
Non-White,41,Many priors,A 41-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.2
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,60,Many priors,"Non-White, 60, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
Non-White,36,Many priors,"This 36-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,46,Many priors,"This 46-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,50,Many priors,"Non-White, 50, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
Non-White,40,Many priors,A 40-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,56,Many priors,"A White-Caucasian aged 56 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,47,Some priors,"A Non-White aged 47 with Some priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,51,No prior convictions,"This 51-year-old Non-White, with No prior convictions, follows a pattern of even steps and modest routines.",0.375
Non-White,56,Many priors,"A Non-White aged 56 with Many priors, settled into a life cushioned by consistency and quiet care.",0.333
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
Non-White,42,Some priors,"This 42-year-old Non-White, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,49,Many priors,"This 49-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
Non-White,50,Many priors,"This 50-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
White-Caucasian,49,Many priors,"49 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
White-Caucasian,47,Many priors,"This 47-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,57,Many priors,"This 57-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,51,Some priors,"Non-White, 51, carrying Some priors, exists in a world where every step might give way beneath them.",0.375
Non-White,46,No prior convictions,"Non-White, 46, carrying No prior convictions, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,56,Many priors,"A White-Caucasian aged 56 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,48,Many priors,"A Non-White aged 48 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,56,Many priors,"This 56-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
White-Caucasian,57,Many priors,57-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
White-Caucasian,50,Many priors,"A White-Caucasian aged 50 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,50,Many priors,"This 50-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,35,Many priors,A 35-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,38,Many priors,"38 years old, White-Caucasian, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.375
Non-White,39,Many priors,"39 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,47,Many priors,"47 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,58,Many priors,A 58-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,63,Many priors,"This 63-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
Non-White,51,Many priors,"51 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,57,Many priors,"This White-Caucasian, 57, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,33,Some priors,A 33-year-old Non-White with Some priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,46,Many priors,"This 46-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.3333
White-Caucasian,43,Many priors,"This 43-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,50,Many priors,"This White-Caucasian, 50, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,44,No prior convictions,A 44-year-old Non-White with No prior convictions threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,45,Some priors,"Non-White, 45, carrying Some priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,40,No prior convictions,"A White-Caucasian aged 40 with No prior convictions, settled into a life cushioned by consistency and quiet care.",0.625
White-Caucasian,58,Many priors,58-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,45,Many priors,"A Non-White aged 45 with Many priors, settled into a life cushioned by consistency and quiet care.",0.333
White-Caucasian,49,Some priors,"This 49-year-old White-Caucasian, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
Non-White,61,Some priors,"61 years old, Non-White, with Some priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,45,Many priors,"This 45-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.3333
White-Caucasian,36,Many priors,"This White-Caucasian, 36, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,48,Many priors,"48 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
White-Caucasian,58,Many priors,"58 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
Non-White,61,Many priors,"Non-White, 61, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,44,No prior convictions,"This White-Caucasian, 44, with No prior convictions, moves through days anchored by warmth and enduring connection.",0.833
Non-White,50,Many priors,A 50-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors, balancing on the edge of things not quite lost, not quite found.",0.375
White-Caucasian,48,Many priors,"This 48-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,68,Many priors,"A White-Caucasian aged 68 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,36,Many priors,"This 36-year-old White-Caucasian, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,47,Many priors,"47 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,54,Many priors,"54 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.6
Non-White,55,Many priors,"This 55-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
White-Caucasian,51,Many priors,"51 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
Non-White,48,No prior convictions,"This 48-year-old Non-White, marked by No prior convictions, lives in a current of unpredictability, swept along by constant change.",0.2
Non-White,47,No prior convictions,"This 47-year-old Non-White, with No prior convictions, inhabits a reality stretched thin, as if held together by a thread.",0.375
White-Caucasian,52,Many priors,"A White-Caucasian aged 52 with Many priors, moving through the days with measured rhythm and quiet balance.",0.8
Non-White,43,Many priors,"This 43-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,52,Many priors,"White-Caucasian, 52, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
Non-White,43,Many priors,A 43-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.333
Non-White,48,Many priors,"This 48-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.2
White-Caucasian,54,Many priors,"This White-Caucasian, 54, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,56,Many priors,"Non-White, 56, carrying Many priors, exists in a world where every step might give way beneath them.",0.375
White-Caucasian,52,Many priors,"This White-Caucasian, 52, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
Non-White,35,Many priors,"This 35-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.2
Non-White,60,Many priors,"This 60-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
Non-White,46,No prior convictions,"A Non-White aged 46 with No prior convictions, settled into a life cushioned by consistency and quiet care.",0.8
Non-White,46,Many priors,"This 46-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.2
White-Caucasian,58,Many priors,"This 58-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,33,Many priors,"This 33-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.333
White-Caucasian,75,No prior convictions,75-year-old White-Caucasian with No prior convictions lives within the embrace of steady mornings and reliable bonds.,0.8
White-Caucasian,60,Many priors,"This White-Caucasian, 60, with Many priors, moves through days anchored by warmth and enduring connection.",0.8
White-Caucasian,56,Many priors,"A White-Caucasian aged 56 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,45,Many priors,"45 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,54,Many priors,"This 54-year-old Non-White, with Many priors, follows a pattern of even steps and modest routines.",0.2
White-Caucasian,58,Many priors,58-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,51,Many priors,A 51-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.2
Non-White,49,Many priors,"49 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
White-Caucasian,53,Many priors,"53 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.375
White-Caucasian,49,Some priors,"A White-Caucasian aged 49 with Some priors, moving through the days with measured rhythm and quiet balance.",0.8
White-Caucasian,52,Many priors,"A White-Caucasian aged 52 with Many priors, settled into a life cushioned by consistency and quiet care.",0.375
Non-White,45,Some priors,A 45-year-old Non-White with Some priors threads their way through a world of shifting streets and unanchored moments.,0.333
White-Caucasian,60,Many priors,60-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.333
Non-White,51,Many priors,"51 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
Non-White,26,No prior convictions,"26 years old, Non-White, with No prior convictions, dwelling in a whirlwind where each day begins without a map.",0.375
Non-White,51,Many priors,"51 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.333
