Gender,Age,Education,Employment,Sentence
Male,37,No High School Degree,Unemployed,"A 37-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,45,High School Degree,Unemployed,"A 45-year-old Female with High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,60,No High School Degree,Employed,"A 60-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Female,48,No High School Degree,Employed,"A 48-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,62,No High School Degree,Employed,"A 62-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,45,High School Degree,Unemployed,"A 45-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state."
Female,64,High School Degree,Employed,"A 64-year-old Female with High School Degree, currently Employed, settled into a steady, reliable routine."
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,53,Degree,Employed,"A 53-year-old Female with Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,58,No High School Degree,Unemployed,"A 58-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,40,No High School Degree,Unemployed,"A 40-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,65,No High School Degree,Employed,"A 65-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change."
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,60,No High School Degree,Unemployed,"A 60-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,57,No High School Degree,Employed,"A 57-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,44,Degree,Unemployed,"A 44-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next."
Male,36,No High School Degree,Unemployed,"A 36-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Male,61,No High School Degree,Unemployed,"A 61-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,46,PhD,Unemployed,"A 46-year-old Female with PhD, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,58,No High School Degree,Unemployed,"A 58-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,68,No High School Degree,Unemployed,"A 68-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,37,No High School Degree,Unemployed,"A 37-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Female,55,High School Degree,Unemployed,"A 55-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, amid constant upheaval and change."
Female,61,High School Degree,Employed,"A 61-year-old Female with High School Degree, currently Employed, held in a tense, suspended state."
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,53,Degree,Unemployed,"A 53-year-old Female with Degree, currently Unemployed, held in a tense, suspended state."
Male,55,No High School Degree,Employed,"A 55-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,40,High School Degree,Employed,"A 40-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,39,No High School Degree,Unemployed,"A 39-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,58,No High School Degree,Unemployed,"A 58-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Female,46,High School Degree,Unemployed,"A 46-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,67,No High School Degree,Employed,"A 67-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Female,44,Master,Unemployed,"A 44-year-old Female with Master, currently Unemployed, moving through steady, unremarkable days."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,56,PhD,Unemployed,"A 56-year-old Female with PhD, currently Unemployed, settled into a measured, predictable routine."
Female,62,No High School Degree,Employed,"A 62-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,57,Degree,Unemployed,"A 57-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next."
Female,63,PhD,Employed,"A 63-year-old Female with PhD, currently Employed, moving through steady, unremarkable days."
Male,60,No High School Degree,Unemployed,"A 60-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Female,46,Degree,Unemployed,"A 46-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,29,No High School Degree,Unemployed,"A 29-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, settled into a measured, predictable routine."
Male,62,No High School Degree,Employed,"A 62-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,43,High School Degree,Unemployed,"A 43-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,43,Degree,Employed,"A 43-year-old Female with Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds."
Female,48,High School Degree,Unemployed,"A 48-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,33,No High School Degree,Unemployed,"A 33-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,55,Degree,Employed,"A 55-year-old Female with Degree, currently Employed, settled into a measured, predictable routine."
Female,53,Master,Employed,"A 53-year-old Female with Master, currently Employed, settled into a measured, predictable routine."
Male,41,No High School Degree,Employed,"A 41-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,38,High School Degree,Employed,"A 38-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Female,44,No High School Degree,Employed,"A 44-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,29,No High School Degree,Employed,"A 29-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,33,No High School Degree,Employed,"A 33-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,48,Master,Unemployed,"A 48-year-old Female with Master, currently Unemployed, rooted in security and dependable bonds."
Female,56,No High School Degree,Unemployed,"A 56-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,49,High School Degree,Employed,"A 49-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil."
Male,72,No High School Degree,Employed,"A 72-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,44,High School Degree,Employed,"A 44-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,50,Degree,Employed,"A 50-year-old Female with Degree, currently Employed, settled into a steady, reliable routine."
Female,39,High School Degree,Unemployed,"A 39-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,63,High School Degree,Unemployed,"A 63-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,58,No High School Degree,Employed,"A 58-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds."
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine."
Female,42,High School Degree,Unemployed,"A 42-year-old Female with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,50,No High School Degree,Unemployed,"A 50-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,58,No High School Degree,Unemployed,"A 58-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,52,Degree,Unemployed,"A 52-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next."
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days."
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,57,No High School Degree,Unemployed,"A 57-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,59,No High School Degree,Employed,"A 59-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,48,Master,Employed,"A 48-year-old Female with Master, currently Employed, held in a tense, suspended state."
Female,43,High School Degree,Employed,"A 43-year-old Female with High School Degree, currently Employed, in the middle of relentless turmoil."
Female,52,High School Degree,Unemployed,"A 52-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,41,High School Degree,Employed,"A 41-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds."
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,57,Degree,Unemployed,"A 57-year-old Female with Degree, currently Unemployed, moving through steady, unremarkable days."
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, amid constant upheaval and change."
Female,34,Degree,Employed,"A 34-year-old Female with Degree, currently Employed, in the middle of relentless turmoil."
Female,55,High School Degree,Unemployed,"A 55-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine."
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,54,Degree,Unemployed,"A 54-year-old Female with Degree, currently Unemployed, settled into a measured, predictable routine."
Female,55,High School Degree,Unemployed,"A 55-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,62,No High School Degree,Unemployed,"A 62-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,42,High School Degree,Unemployed,"A 42-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state."
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,31,No High School Degree,Employed,"A 31-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds."
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,37,Degree,Unemployed,"A 37-year-old Female with Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine."
Female,61,High School Degree,Employed,"A 61-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Male,61,No High School Degree,Unemployed,"A 61-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,65,High School Degree,Employed,"A 65-year-old Female with High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change."
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days."
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,39,No High School Degree,Unemployed,"A 39-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,50,High School Degree,Unemployed,"A 50-year-old Female with High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,39,High School Degree,Employed,"A 39-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,59,No High School Degree,Employed,"A 59-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Female,36,High School Degree,Unemployed,"A 36-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,54,High School Degree,Unemployed,"A 54-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,43,High School Degree,Employed,"A 43-year-old Female with High School Degree, currently Employed, rooted in security and dependable bonds."
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation."
Female,58,Degree,Unemployed,"A 58-year-old Female with Degree, currently Unemployed, where little stays the same from one day to the next."
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,55,Degree,Employed,"A 55-year-old Female with Degree, currently Employed, rooted in security and dependable bonds."
Female,59,No High School Degree,Employed,"A 59-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,44,Master,Unemployed,"A 44-year-old Female with Master, currently Unemployed, where little stays the same from one day to the next."
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,52,No High School Degree,Employed,"A 52-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,49,Degree,Employed,"A 49-year-old Female with Degree, currently Employed, settled into a measured, predictable routine."
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,47,Degree,Unemployed,"A 47-year-old Female with Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,58,No High School Degree,Employed,"A 58-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch."
Female,41,High School Degree,Unemployed,"A 41-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change."
Female,62,No High School Degree,Employed,"A 62-year-old Female with No High School Degree, currently Employed, in the middle of relentless turmoil."
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Female,46,No High School Degree,Unemployed,"A 46-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,36,No High School Degree,Employed,"A 36-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,51,No High School Degree,Unemployed,"A 51-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,64,High School Degree,Employed,"A 64-year-old Female with High School Degree, currently Employed, where little stays the same from one day to the next."
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,32,No High School Degree,Unemployed,"A 32-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,68,No High School Degree,Employed,"A 68-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days."
Female,51,Master,Employed,"A 51-year-old Female with Master, currently Employed, where little stays the same from one day to the next."
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,37,High School Degree,Unemployed,"A 37-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, rooted in security and dependable bonds."
Female,54,Degree,Employed,"A 54-year-old Female with Degree, currently Employed, in the middle of relentless turmoil."
Female,29,High School Degree,Unemployed,"A 29-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change."
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state."
Female,55,High School Degree,Unemployed,"A 55-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change."
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree, currently Employed, settled into a measured, predictable routine."
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Female,41,Degree,Employed,"A 41-year-old Female with Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Male,40,No High School Degree,Unemployed,"A 40-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,28,Degree,Employed,"A 28-year-old Female with Degree, currently Employed, held in a tense, suspended state."
Female,62,No High School Degree,Employed,"A 62-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation."
Male,55,No High School Degree,Employed,"A 55-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state."
Female,52,Degree,Employed,"A 52-year-old Female with Degree, currently Employed, in the middle of relentless turmoil."
Male,37,No High School Degree,Unemployed,"A 37-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Male,40,Master,Unemployed,"A 40-year-old Male with Master, currently Unemployed, held in a tense, suspended state."
Male,54,High School Degree,Unemployed,"A 54-year-old Male with High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,66,No High School Degree,Unemployed,"A 66-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,47,Degree,Unemployed,"A 47-year-old Male with Degree, currently Unemployed, where little stays the same from one day to the next."
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,57,High School Degree,Unemployed,"A 57-year-old Male with High School Degree, currently Unemployed, amid constant upheaval and change."
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,53,Degree,Unemployed,"A 53-year-old Male with Degree, currently Unemployed, in the middle of relentless turmoil."
Male,47,High School Degree,Unemployed,"A 47-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds."
Male,43,Master,Unemployed,"A 43-year-old Male with Master, currently Unemployed, held in a tense, suspended state."
Male,45,PhD,Unemployed,"A 45-year-old Male with PhD, currently Unemployed, surrounded by a sense of rootedness and support."
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,60,High School Degree,Unemployed,"A 60-year-old Male with High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,42,Master,Unemployed,"A 42-year-old Male with Master, currently Unemployed, in the middle of relentless turmoil."
Male,53,Master,Unemployed,"A 53-year-old Male with Master, currently Unemployed, rooted in security and dependable bonds."
Male,52,High School Degree,Unemployed,"A 52-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,44,High School Degree,Unemployed,"A 44-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,54,High School Degree,Unemployed,"A 54-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,46,Degree,Unemployed,"A 46-year-old Male with Degree, currently Unemployed, moving through steady, unremarkable days."
Male,44,High School Degree,Unemployed,"A 44-year-old Male with High School Degree, currently Unemployed, settled into a steady, reliable routine."
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine."
Male,60,High School Degree,Unemployed,"A 60-year-old Male with High School Degree, currently Unemployed, amid constant upheaval and change."
Male,37,No High School Degree,Unemployed,"A 37-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,41,No High School Degree,Unemployed,"A 41-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support."
Male,41,Degree,Unemployed,"A 41-year-old Male with Degree, currently Unemployed, in the middle of relentless turmoil."
Male,42,High School Degree,Unemployed,"A 42-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Male,40,Degree,Unemployed,"A 40-year-old Male with Degree, currently Unemployed, settled into a measured, predictable routine."
Male,63,No High School Degree,Unemployed,"A 63-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,42,High School Degree,Unemployed,"A 42-year-old Male with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,55,High School Degree,Unemployed,"A 55-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,44,High School Degree,Unemployed,"A 44-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state."
Male,51,Degree,Unemployed,"A 51-year-old Male with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,43,High School Degree,Unemployed,"A 43-year-old Male with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm."
Male,49,Degree,Unemployed,"A 49-year-old Male with Degree, currently Unemployed, held in a tense, suspended state."
Male,49,Degree,Unemployed,"A 49-year-old Male with Degree, currently Unemployed, moving through steady, unremarkable days."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change."
Male,51,PhD,Unemployed,"A 51-year-old Male with PhD, currently Unemployed, in the middle of relentless turmoil."
Male,41,No High School Degree,Unemployed,"A 41-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,52,No High School Degree,Unemployed,"A 52-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next."
Male,55,High School Degree,Unemployed,"A 55-year-old Male with High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,46,High School Degree,Unemployed,"A 46-year-old Male with High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,58,High School Degree,Unemployed,"A 58-year-old Male with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,46,No High School Degree,Unemployed,"A 46-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,52,Degree,Unemployed,"A 52-year-old Male with Degree, currently Unemployed, in the middle of relentless turmoil."
Male,47,High School Degree,Unemployed,"A 47-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,43,High School Degree,Unemployed,"A 43-year-old Male with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days."
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Male,40,High School Degree,Unemployed,"A 40-year-old Male with High School Degree, currently Unemployed, settled into a measured, predictable routine."
Male,69,No High School Degree,Unemployed,"A 69-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine."
Female,44,High School Degree,Unemployed,"A 44-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch."
Female,42,No High School Degree,Employed,"A 42-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm."
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree, currently Unemployed, in the middle of relentless turmoil."
Female,47,High School Degree,Employed,"A 47-year-old Female with High School Degree, currently Employed, amid constant upheaval and change."
Female,42,High School Degree,Employed,"A 42-year-old Female with High School Degree, currently Employed, rooted in security and dependable bonds."
Female,31,No High School Degree,Employed,"A 31-year-old Female with No High School Degree, currently Employed, where little stays the same from one day to the next."
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, surrounded by a sense of rootedness and support."
Male,61,No High School Degree,Employed,"A 61-year-old Male with No High School Degree, currently Employed, settled into a steady, reliable routine."
Female,58,Degree,Unemployed,"A 58-year-old Female with Degree, currently Unemployed, in the middle of relentless turmoil."
